#Energy      Na-K-shell   Na-L1-shell   Na-L2-shell   Na-L3-shell   Br-K-shell   Br-L1-shell   Br-L2-shell   Br-L3-shell   Br-M1-shell   Br-M2-shell   Br-M3-shell   Br-M4-shell   Br-M5-shell   Valence  Total
         81.0000          1.00000000E+30          8.33744291E+03          2.77268639E+02          1.38634319E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07073545E+04          2.30986332E+04          5.94962686E+00          5.58407923E+00
         82.0000          1.00000000E+30          7.56791034E+03          2.71145313E+02          1.35572656E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61449392E+04          1.75038154E+04          5.97666996E+00          5.59915541E+00
         83.0000          1.00000000E+30          6.91190514E+03          2.65345277E+02          1.32672638E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73883748E+04          1.38433047E+04          6.00409652E+00          5.61443215E+00
         84.0000          1.00000000E+30          6.34728727E+03          2.59846720E+02          1.29923360E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.16582636E+04          1.12956360E+04          6.03188537E+00          5.62989643E+00
         85.0000          1.00000000E+30          5.85687181E+03          2.54629875E+02          1.27314938E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76716524E+04          9.43889267E+03          6.06001670E+00          5.64553517E+00
         86.0000          1.00000000E+30          5.42813747E+03          2.49676602E+02          1.24838301E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47669584E+04          8.03909744E+03          6.08847192E+00          5.66133754E+00
         87.0000          1.00000000E+30          5.05059717E+03          2.44970348E+02          1.22485174E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25757965E+04          6.95304699E+03          6.11723361E+00          5.67729239E+00
         88.0000          1.00000000E+30          4.71616126E+03          2.40495573E+02          1.20247786E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08764196E+04          6.09054275E+03          6.14628541E+00          5.69338914E+00
         89.0000          1.00000000E+30          4.41836750E+03          2.36238507E+02          1.18119254E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.52695876E+03          5.39300302E+03          6.17561194E+00          5.70961942E+00
         90.0000          1.00000000E+30          4.15180475E+03          2.32185794E+02          1.16092897E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.43500633E+03          4.81908454E+03          6.20519877E+00          5.72597323E+00
         91.0000          1.00000000E+30          3.91206420E+03          2.28325656E+02          1.14162828E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.53690660E+03          4.34053006E+03          6.23503229E+00          5.74244312E+00
         92.0000          1.00000000E+30          3.69554463E+03          2.24646801E+02          1.12323400E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.78813218E+03          3.93665258E+03          6.26509971E+00          5.75902144E+00
         93.0000          1.00000000E+30          3.49926189E+03          2.21139007E+02          1.10569503E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15610977E+03          3.59230161E+03          6.29538897E+00          5.77570170E+00
         94.0000          1.00000000E+30          3.32062107E+03          2.17792655E+02          1.08896327E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.61713155E+03          3.29577649E+03          6.32588870E+00          5.79247691E+00
         95.0000          1.00000000E+30          3.15756713E+03          2.14598772E+02          1.07299386E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.15307012E+03          3.03842036E+03          6.35658819E+00          5.80934146E+00
         96.0000          1.00000000E+30          3.00820757E+03          2.11549091E+02          1.05774546E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.75031706E+03          2.81337316E+03          6.38747731E+00          5.82628977E+00
         97.0000          1.00000000E+30          2.87101617E+03          2.08635917E+02          1.04317958E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.39824334E+03          2.61529317E+03          6.41854650E+00          5.84331727E+00
         98.0000          1.00000000E+30          2.74462176E+03          2.05852007E+02          1.02926003E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.08831625E+03          2.43986629E+03          6.44978673E+00          5.86041878E+00
         99.0000          1.00000000E+30          2.62792695E+03          2.03190521E+02          1.01595261E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.81384832E+03          2.28366852E+03          6.48118947E+00          5.87759015E+00
        100.0000          1.00000000E+30          2.51989437E+03          2.00645305E+02          1.00322653E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.56929173E+03          2.14388451E+03          6.51274662E+00          5.89482710E+00
        110.0000          1.00000000E+30          1.76806106E+03          1.80445768E+02          9.02228838E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10149836E+03          1.28910870E+03          6.83530960E+00          6.07010418E+00
        120.0000          1.00000000E+30          1.35178918E+03          1.67155107E+02          8.35775534E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44386487E+03          8.96281459E+02          7.16694385E+00          6.24902528E+00
        130.0000          1.00000000E+30          1.09448146E+03          1.58293457E+02          7.91467287E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08560676E+03          6.79158894E+02          7.50404964E+00          6.43001022E+00
        140.0000          1.00000000E+30          9.23581582E+02          1.52387482E+02          7.61937410E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66217071E+02          5.44976957E+02          7.84435876E+00          6.61205424E+00
        150.0000          1.00000000E+30          8.04325861E+02          1.48522424E+02          7.42612121E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.21125120E+02          4.55689983E+02          8.18639724E+00          6.79452602E+00
        160.0000          1.00000000E+30          7.18123634E+02          1.46109033E+02          7.30545166E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.19890024E+02          3.93132765E+02          8.52918424E+00          6.97707704E+00
        170.0000          1.00000000E+30          6.54175986E+02          1.44755358E+02          7.23776791E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.46468319E+02          3.47634703E+02          8.86787915E+00          7.15684819E+00
        180.0000          1.00000000E+30          6.05800338E+02          1.44193108E+02          7.20965539E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.91661726E+02          3.13608787E+02          9.20910350E+00          7.33853663E+00
        188.9990          1.00000000E+30          5.71958804E+02          1.44206792E+02          7.21033960E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.53556711E+02          2.89925602E+02          9.52184241E+00          7.50595872E+00
        189.0010          1.00000000E+30          5.71952121E+02          1.44206841E+02          7.21034207E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52206429E+10          4.53549196E+02          2.89920915E+02          9.52191653E+00          7.50599883E+00
        190.0000          1.00000000E+30          5.68654487E+02          1.44233833E+02          7.21169167E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.98854176E+06          4.49840480E+02          2.87614946E+02          9.55346618E+00          7.52263457E+00
        196.9990          1.00000000E+30          5.47727466E+02          1.44546928E+02          7.22734642E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.49594330E+05          4.26298801E+02          2.72974519E+02          9.79031802E+00          7.64912325E+00
        197.0010          1.00000000E+30          5.47721993E+02          1.44547047E+02          7.22735235E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69566259E+11          3.49477086E+05          4.26292641E+02          2.72970687E+02          9.79039154E+00          7.64916301E+00
        200.0000          1.00000000E+30          5.39806985E+02          1.44742070E+02          7.23710349E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55059007E+06          2.14931053E+05          4.17376551E+02          2.67424949E+02          9.89526424E+00          7.70548403E+00
        210.0000          1.00000000E+30          5.17219302E+02          1.45618388E+02          7.28091940E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.83158367E+05          7.94881310E+04          3.91833158E+02          2.51536238E+02          1.02346751E+01          7.88735997E+00
        220.0000          1.00000000E+30          4.99438013E+02          1.46788438E+02          7.33942188E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59104271E+05          4.35510788E+04          3.71518279E+02          2.38902793E+02          1.05718599E+01          8.06859793E+00
        230.0000          1.00000000E+30          4.85405726E+02          1.48195699E+02          7.40978497E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.10623443E+04          2.83053336E+04          3.55225812E+02          2.28777131E+02          1.09116206E+01          8.25208211E+00
        240.0000          1.00000000E+30          4.74339301E+02          1.49796529E+02          7.48982644E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.05560073E+04          2.02698089E+04          3.42076566E+02          2.20613352E+02          1.12491227E+01          8.43503382E+00
        250.0000          1.00000000E+30          4.65649285E+02          1.51556792E+02          7.57783959E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.39686538E+04          1.54551836E+04          3.31417628E+02          2.14005611E+02          1.15800898E+01          8.61513607E+00
        260.0000          1.00000000E+30          4.58885428E+02          1.53449443E+02          7.67247214E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.38338738E+04          1.23156261E+04          3.22756587E+02          2.08647364E+02          1.19135785E+01          8.79745156E+00
        261.9990          1.00000000E+30          4.57732400E+02          1.53841678E+02          7.69208389E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.22799432E+04          1.18188092E+04          3.21229972E+02          2.07704421E+02          1.19834144E+01          8.83571133E+00
        262.0010          1.00000000E+30          4.57731277E+02          1.53842072E+02          7.69210362E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.87963006E+11          3.22784689E+04          1.18183343E+04          3.21228477E+02          2.07703497E+02          1.19834842E+01          8.83574961E+00
        270.0000          1.00000000E+30          4.53699886E+02          1.55452825E+02          7.77264124E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13062534E+06          2.71338517E+04          1.01408392E+04          3.15716259E+02          2.04303648E+02          1.22493325E+01          8.98168591E+00
        280.0000          1.00000000E+30          4.49819605E+02          1.57549416E+02          7.87747078E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.17086698E+05          2.24450598E+04          8.56425561E+03          3.10004363E+02          2.00792206E+02          1.25790046E+01          9.16327592E+00
        290.0000          1.00000000E+30          4.47028790E+02          1.59724912E+02          7.98624562E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12054394E+05          1.90195765E+04          7.38031974E+03          3.05391660E+02          1.97969961E+02          1.29109540E+01          9.34667425E+00
        300.0000          1.00000000E+30          4.45154619E+02          1.61967533E+02          8.09837666E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94431470E+05          1.64312551E+04          6.46586416E+03          3.01696430E+02          1.95723314E+02          1.32371889E+01          9.52763088E+00
        310.0000          1.00000000E+30          4.44057481E+02          1.64267513E+02          8.21337564E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35397391E+05          1.44219849E+04          5.74312950E+03          2.98773047E+02          1.93961358E+02          1.35656868E+01          9.71026651E+00
        320.0000          1.00000000E+30          4.43623564E+02          1.66616682E+02          8.33083408E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01084697E+05          1.28273370E+04          5.16092551E+03          2.96503811E+02          1.92610413E+02          1.38925427E+01          9.89249754E+00
        330.0000          1.00000000E+30          4.43759351E+02          1.69008179E+02          8.45040894E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.91744122E+04          1.15381374E+04          4.68440169E+03          2.94792911E+02          1.91610461E+02          1.42178274E+01          1.00743248E+01
        340.0000          1.00000000E+30          4.44387302E+02          1.71436195E+02          8.57180975E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.42230449E+04          1.04796398E+04          4.28903452E+03          2.93561469E+02          1.90912102E+02          1.45416071E+01          1.02557474E+01
        350.0000          1.00000000E+30          4.45442773E+02          1.73895794E+02          8.69478968E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.35131193E+04          9.59899280E+03          3.95718472E+03          2.92744210E+02          1.90474423E+02          1.48639435E+01          1.04367645E+01
        360.0000          1.00000000E+30          4.46871443E+02          1.76382750E+02          8.81913752E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.55445574E+04          8.85794408E+03          3.67584042E+03          2.92286685E+02          1.90263276E+02          1.51848946E+01          1.06173755E+01
        370.0000          1.00000000E+30          4.48627402E+02          1.78893441E+02          8.94467203E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94354965E+04          8.22821800E+03          3.43523062E+03          2.92143217E+02          1.90249970E+02          1.55045146E+01          1.07975809E+01
        380.0000          1.00000000E+30          4.50671601E+02          1.81424735E+02          9.07123676E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46356868E+04          7.68847671E+03          3.22787558E+03          2.92275182E+02          1.90410254E+02          1.58228546E+01          1.09773817E+01
        390.0000          1.00000000E+30          4.52970663E+02          1.83973926E+02          9.19869631E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.07875079E+04          7.22237596E+03          3.04798889E+03          2.92649818E+02          1.90723521E+02          1.61432770E+01          1.11583645E+01
        400.0000          1.00000000E+30          4.55495897E+02          1.86538658E+02          9.32693289E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76490347E+04          6.81719273E+03          2.89099231E+03          2.93239063E+02          1.91172157E+02          1.64591325E+01          1.13373232E+01
        410.0000          1.00000000E+30          4.58222538E+02          1.89116876E+02          9.45584379E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50517562E+04          6.46289685E+03          2.75325106E+03          2.94018872E+02          1.91741026E+02          1.67770676E+01          1.15174084E+01
        420.0000          1.00000000E+30          4.61129083E+02          1.91706783E+02          9.58533913E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28752920E+04          6.15146069E+03          2.63183118E+03          2.94968509E+02          1.92417051E+02          1.70906100E+01          1.16955467E+01
        430.0000          1.00000000E+30          4.64196811E+02          1.94306800E+02          9.71534002E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10312477E+04          5.87641076E+03          2.52434402E+03          2.96069954E+02          1.93188917E+02          1.74062190E+01          1.18747621E+01
        440.0000          1.00000000E+30          4.67409346E+02          1.96915539E+02          9.84577696E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94538784E+04          5.63247460E+03          2.42882776E+03          2.97307553E+02          1.94046740E+02          1.77207065E+01          1.20535437E+01
        450.0000          1.00000000E+30          4.70752310E+02          1.99531774E+02          9.97658868E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80931616E+04          5.41530460E+03          2.34365665E+03          2.98667606E+02          1.94981902E+02          1.80310290E+01          1.22304844E+01
        460.0000          1.00000000E+30          4.74213016E+02          2.02154418E+02          1.01077209E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69105130E+04          5.22129907E+03          2.26747240E+03          3.00138109E+02          1.95986812E+02          1.83434018E+01          1.24084452E+01
        470.0000          1.00000000E+30          4.77780270E+02          2.04782511E+02          1.02391256E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58757817E+04          5.04744574E+03          2.19913466E+03          3.01708472E+02          1.97054810E+02          1.86547504E+01          1.25859984E+01
        480.0000          1.00000000E+30          4.81444128E+02          2.07415200E+02          1.03707600E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49650101E+04          4.89120734E+03          2.13767780E+03          3.03369345E+02          1.98179992E+02          1.89651041E+01          1.27631529E+01
        490.0000          1.00000000E+30          4.85195739E+02          2.10051722E+02          1.05025861E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41590118E+04          4.75043542E+03          2.08228114E+03          3.05112447E+02          1.99357123E+02          1.92744907E+01          1.29399174E+01
        500.0000          1.00000000E+30          4.89027218E+02          2.12509142E+02          1.06254571E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34422891E+04          4.62330202E+03          2.03224239E+03          3.06930399E+02          2.00581549E+02          1.95829369E+01          1.31142200E+01
        510.0000          1.00000000E+30          4.92931506E+02          2.15333668E+02          1.07666834E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28021482E+04          4.50824032E+03          1.98695778E+03          3.08816629E+02          2.01849119E+02          1.98904681E+01          1.32923120E+01
        520.0000          1.00000000E+30          4.96902262E+02          2.17943174E+02          1.08971587E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22280949E+04          4.40390301E+03          1.94590734E+03          3.10765255E+02          2.03156114E+02          2.01971087E+01          1.34675606E+01
        530.0000          1.00000000E+30          5.00933792E+02          2.20548795E+02          1.10274398E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17114375E+04          4.30912363E+03          1.90863855E+03          3.12771002E+02          2.04499204E+02          2.05028818E+01          1.36423893E+01
        540.0000          1.00000000E+30          5.05020959E+02          2.23150605E+02          1.11575302E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12449009E+04          4.22289238E+03          1.87475866E+03          3.14829133E+02          2.05875393E+02          2.08078098E+01          1.38168115E+01
        550.0000          1.00000000E+30          5.09159135E+02          2.25748676E+02          1.12874338E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08223164E+04          4.14432654E+03          1.84392438E+03          3.16935370E+02          2.07281974E+02          2.11119141E+01          1.39908399E+01
        560.0000          1.00000000E+30          5.13344108E+02          2.28534456E+02          1.14267228E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04384706E+04          4.07265658E+03          1.81583489E+03          3.19085852E+02          2.08716506E+02          2.14152149E+01          1.41666943E+01
        570.0000          1.00000000E+30          5.17572075E+02          2.31121715E+02          1.15560858E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00889100E+04          4.00720557E+03          1.79022544E+03          3.21277088E+02          2.10176785E+02          2.17204524E+01          1.43411194E+01
        580.0000          1.00000000E+30          5.21839569E+02          2.33705529E+02          1.16852765E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.76980834E+03          3.94738063E+03          1.76686221E+03          3.23505908E+02          2.11660800E+02          2.20221743E+01          1.45139820E+01
        590.0000          1.00000000E+30          5.26143442E+02          2.36469519E+02          1.18234760E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.47787027E+03          3.89265199E+03          1.74553939E+03          3.25769424E+02          2.13166726E+02          2.23231494E+01          1.46886222E+01
        600.0000          1.00000000E+30          5.30480819E+02          2.39043243E+02          1.19521622E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.21023241E+03          3.84255702E+03          1.72607276E+03          3.28065024E+02          2.14692906E+02          2.26233948E+01          1.48607612E+01
        610.0000          1.00000000E+30          5.34849071E+02          2.41793151E+02          1.20896575E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.96439953E+03          3.79668035E+03          1.70829974E+03          3.30390301E+02          2.16237822E+02          2.29255549E+01          1.50357828E+01
        620.0000          1.00000000E+30          5.39245793E+02          2.44357270E+02          1.22178635E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.73820398E+03          3.75465450E+03          1.69207465E+03          3.32743073E+02          2.17800090E+02          2.32243606E+01          1.52072201E+01
        630.0000          1.00000000E+30          5.43668781E+02          2.46918417E+02          1.23459208E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.52972697E+03          3.71614980E+03          1.67726719E+03          3.35121332E+02          2.19378437E+02          2.35250794E+01          1.53794546E+01
        640.0000          1.00000000E+30          5.48116010E+02          2.49648615E+02          1.24824307E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.33729104E+03          3.68087289E+03          1.66376085E+03          3.37523248E+02          2.20971703E+02          2.38225064E+01          1.55522631E+01
        650.0000          1.00000000E+30          5.52585627E+02          2.52200806E+02          1.26100403E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.15940254E+03          3.64855905E+03          1.65145083E+03          3.39947126E+02          2.22578820E+02          2.41192822E+01          1.57227383E+01
        660.0000          1.00000000E+30          5.57075911E+02          2.54918244E+02          1.27459122E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.99474697E+03          3.61897071E+03          1.64024281E+03          3.42391415E+02          2.24198801E+02          2.44179489E+01          1.58959570E+01
        670.0000          1.00000000E+30          5.61585292E+02          2.57629082E+02          1.28814541E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.84215323E+03          3.59189427E+03          1.63005153E+03          3.44854690E+02          2.25830743E+02          2.47134314E+01          1.60677640E+01
        680.0000          1.00000000E+30          5.66112314E+02          2.60167074E+02          1.30083537E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.70057203E+03          3.56713703E+03          1.62079975E+03          3.47335627E+02          2.27473813E+02          2.50107967E+01          1.62383622E+01
        690.0000          1.00000000E+30          5.70655628E+02          2.62865879E+02          1.31432939E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.56907069E+03          3.54452264E+03          1.61241842E+03          3.49833011E+02          2.29127234E+02          2.53050374E+01          1.64095346E+01
        700.0000          1.00000000E+30          5.75213990E+02          2.65395979E+02          1.32697989E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.44680980E+03          3.52389339E+03          1.60484335E+03          3.52345716E+02          2.30790295E+02          2.56011505E+01          1.65795335E+01
        710.0000          1.00000000E+30          5.79786250E+02          2.68083207E+02          1.34041604E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.33304200E+03          3.50510505E+03          1.59801696E+03          3.54872696E+02          2.32462336E+02          2.58966554E+01          1.67511256E+01
        720.0000          1.00000000E+30          5.84371341E+02          2.70764406E+02          1.35382203E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22708512E+03          3.48802760E+03          1.59188755E+03          3.57412989E+02          2.34142742E+02          2.61891051E+01          1.69213809E+01
        730.0000          1.00000000E+30          5.88968271E+02          2.73281874E+02          1.36640937E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.12833001E+03          3.47254012E+03          1.58640623E+03          3.59965695E+02          2.35830948E+02          2.64834257E+01          1.70905087E+01
        740.0000          1.00000000E+30          5.93576120E+02          2.75952143E+02          1.37976072E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.03622505E+03          3.45853408E+03          1.58152987E+03          3.62529982E+02          2.37526424E+02          2.67747496E+01          1.72601908E+01
        750.0000          1.00000000E+30          5.98194033E+02          2.78616694E+02          1.39308347E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.95026612E+03          3.44591093E+03          1.57721776E+03          3.65105076E+02          2.39228679E+02          2.70679270E+01          1.74305863E+01
        760.0000          1.00000000E+30          6.02821212E+02          2.81122383E+02          1.40561191E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.87000367E+03          3.43457722E+03          1.57343358E+03          3.67690253E+02          2.40937255E+02          2.73605480E+01          1.75988919E+01
        770.0000          1.00000000E+30          6.07456919E+02          2.83776605E+02          1.41888303E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.79502074E+03          3.42445097E+03          1.57014305E+03          3.70284843E+02          2.42651728E+02          2.76502413E+01          1.77677399E+01
        780.0000          1.00000000E+30          6.12100462E+02          2.86425400E+02          1.43212700E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.72494317E+03          3.41545319E+03          1.56731556E+03          3.72888220E+02          2.44371702E+02          2.79417772E+01          1.79372935E+01
        790.0000          1.00000000E+30          6.16751196E+02          2.89068856E+02          1.44534428E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65942720E+03          3.40751472E+03          1.56492194E+03          3.75499799E+02          2.46096804E+02          2.82327838E+01          1.81065719E+01
        800.0000          1.00000000E+30          6.21408521E+02          2.91707064E+02          1.45853532E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.59815937E+03          3.40056872E+03          1.56293624E+03          3.78119032E+02          2.47826686E+02          2.85232666E+01          1.82755785E+01
        810.0000          1.00000000E+30          6.26071874E+02          2.94192979E+02          1.47096490E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.54085212E+03          3.39455630E+03          1.56133371E+03          3.80745407E+02          2.49561029E+02          2.88109062E+01          1.84416297E+01
        820.0000          1.00000000E+30          6.30740728E+02          2.96821771E+02          1.48410885E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.48724253E+03          3.38942040E+03          1.56009185E+03          3.83378449E+02          2.51299525E+02          2.91003767E+01          1.86101199E+01
