#Energy      Au  Total
        200.0000          2.29940755E+02          2.29940755E+02
        210.0000          2.20532904E+02          2.20532904E+02
        220.0000          2.12001539E+02          2.12001539E+02
        230.0000          2.04232242E+02          2.04232242E+02
        240.0000          1.97129653E+02          1.97129653E+02
        250.0000          1.90613660E+02          1.90613660E+02
        260.0000          1.84616469E+02          1.84616469E+02
        270.0000          1.79080324E+02          1.79080324E+02
        280.0000          1.73955716E+02          1.73955716E+02
        290.0000          1.69199964E+02          1.69199964E+02
        300.0000          1.64776076E+02          1.64776076E+02
        310.0000          1.60651833E+02          1.60651833E+02
        320.0000          1.56799042E+02          1.56799042E+02
        330.0000          1.53192930E+02          1.53192930E+02
        338.9990          1.50140548E+02          1.50140548E+02
        339.0010          1.50139889E+02          1.50139889E+02
        340.0000          1.49811636E+02          1.49811636E+02
        350.0000          1.46635801E+02          1.46635801E+02
        356.9990          1.44525967E+02          1.44525967E+02
        357.0010          1.44525377E+02          1.44525377E+02
        360.0000          1.43648216E+02          1.43648216E+02
        370.0000          1.40833535E+02          1.40833535E+02
        380.0000          1.38178028E+02          1.38178028E+02
        390.0000          1.35669372E+02          1.35669372E+02
        400.0000          1.33296482E+02          1.33296482E+02
        410.0000          1.31049351E+02          1.31049351E+02
        420.0000          1.28918929E+02          1.28918929E+02
        430.0000          1.26897009E+02          1.26897009E+02
        440.0000          1.24976129E+02          1.24976129E+02
        450.0000          1.23149494E+02          1.23149494E+02
        460.0000          1.21410900E+02          1.21410900E+02
        470.0000          1.19754671E+02          1.19754671E+02
        480.0000          1.18175607E+02          1.18175607E+02
        490.0000          1.16668931E+02          1.16668931E+02
        500.0000          1.15230250E+02          1.15230250E+02
        510.0000          1.13855519E+02          1.13855519E+02
        520.0000          1.12541000E+02          1.12541000E+02
        530.0000          1.11283243E+02          1.11283243E+02
        540.0000          1.10079051E+02          1.10079051E+02
        547.9990          1.09152380E+02          1.09152380E+02
        548.0010          1.09152153E+02          1.09152153E+02
        550.0000          1.08925462E+02          1.08925462E+02
        560.0000          1.07819725E+02          1.07819725E+02
        570.0000          1.06759284E+02          1.06759284E+02
        580.0000          1.05741759E+02          1.05741759E+02
        590.0000          1.04764932E+02          1.04764932E+02
        600.0000          1.03826735E+02          1.03826735E+02
        610.0000          1.02925234E+02          1.02925234E+02
        620.0000          1.02058622E+02          1.02058622E+02
        630.0000          1.01225207E+02          1.01225207E+02
        640.0000          1.00423402E+02          1.00423402E+02
        644.9990          1.00033962E+02          1.00033962E+02
        645.0010          1.00033808E+02          1.00033808E+02
        650.0000          9.96517196E+01          9.96517196E+01
        660.0000          9.89087627E+01          9.89087627E+01
        670.0000          9.81932179E+01          9.81932179E+01
        680.0000          9.75038496E+01          9.75038496E+01
        690.0000          9.68394940E+01          9.68394940E+01
        700.0000          9.61990547E+01          9.61990547E+01
        710.0000          9.55814970E+01          9.55814970E+01
        720.0000          9.49858443E+01          9.49858443E+01
        730.0000          9.44111739E+01          9.44111739E+01
        740.0000          9.38566133E+01          9.38566133E+01
        750.0000          9.33213368E+01          9.33213368E+01
        760.0000          9.28045626E+01          9.28045626E+01
        763.9990          9.26029163E+01          9.26029163E+01
        764.0010          9.26028162E+01          9.26028162E+01
        770.0000          9.23055497E+01          9.23055497E+01
        780.0000          9.18235955E+01          9.18235955E+01
        790.0000          9.13580332E+01          9.13580332E+01
        800.0000          9.09082298E+01          9.09082298E+01
        810.0000          9.04735835E+01          9.04735835E+01
        820.0000          9.00535225E+01          9.00535225E+01
        830.0000          8.96475026E+01          8.96475026E+01
        840.0000          8.92550057E+01          8.92550057E+01
        850.0000          8.88755385E+01          8.88755385E+01
        860.0000          8.85086308E+01          8.85086308E+01
        870.0000          8.81538341E+01          8.81538341E+01
        880.0000          8.78107208E+01          8.78107208E+01
        890.0000          8.74788824E+01          8.74788824E+01
        900.0000          8.71579289E+01          8.71579289E+01
        910.0000          8.68474877E+01          8.68474877E+01
        920.0000          8.65472026E+01          8.65472026E+01
        930.0000          8.62567327E+01          8.62567327E+01
        940.0000          8.59757520E+01          8.59757520E+01
        950.0000          8.57039482E+01          8.57039482E+01
        960.0000          8.54410224E+01          8.54410224E+01
        970.0000          8.51866881E+01          8.51866881E+01
        980.0000          8.49406704E+01          8.49406704E+01
        990.0000          8.47027061E+01          8.47027061E+01
       1000.0000          8.44725423E+01          8.44725423E+01
       1100.0000          8.25509896E+01          8.25509896E+01
       1200.0000          8.11937191E+01          8.11937191E+01
       1300.0000          8.02634615E+01          8.02634615E+01
       1400.0000          7.96628466E+01          7.96628466E+01
       1500.0000          7.93210014E+01          7.93210014E+01
       1600.0000          7.91851943E+01          7.91851943E+01
       1700.0000          7.92154421E+01          7.92154421E+01
       1800.0000          7.93809251E+01          7.93809251E+01
       1900.0000          7.96575414E+01          7.96575414E+01
       2000.0000          8.00262010E+01          8.00262010E+01
       2100.0000          8.04716107E+01          8.04716107E+01
       2200.0000          8.09813944E+01          8.09813944E+01
       2209.9990          8.10355019E+01          8.10355019E+01
       2210.0010          8.10355128E+01          8.10355128E+01
       2294.9990          8.15160820E+01          8.15160820E+01
       2295.0010          8.15160937E+01          8.15160937E+01
       2300.0000          8.15454444E+01          8.15454444E+01
       2400.0000          8.21554379E+01          8.21554379E+01
       2500.0000          8.28044702E+01          8.28044702E+01
       2600.0000          8.34867740E+01          8.34867740E+01
       2700.0000          8.41975023E+01          8.41975023E+01
       2747.9990          8.45475131E+01          8.45475131E+01
       2748.0010          8.45475278E+01          8.45475278E+01
       2800.0000          8.49325584E+01          8.49325584E+01
       2900.0000          8.56884617E+01          8.56884617E+01
       3000.0000          8.64622410E+01          8.64622410E+01
       3100.0000          8.72513487E+01          8.72513487E+01
       3152.9990          8.76750202E+01          8.76750202E+01
       3153.0010          8.76750363E+01          8.76750363E+01
       3200.0000          8.80535918E+01          8.80535918E+01
       3300.0000          8.88670752E+01          8.88670752E+01
       3400.0000          8.96901562E+01          8.96901562E+01
       3429.9990          8.99387250E+01          8.99387250E+01
       3430.0010          8.99387416E+01          8.99387416E+01
       3500.0000          9.05214056E+01          9.05214056E+01
       3600.0000          9.13595770E+01          9.13595770E+01
       3700.0000          9.22035803E+01          9.22035803E+01
       3800.0000          9.30524597E+01          9.30524597E+01
       3900.0000          9.39053753E+01          9.39053753E+01
       4000.0000          9.47615875E+01          9.47615875E+01
       4100.0000          9.56204439E+01          9.56204439E+01
       4200.0000          9.64813681E+01          9.64813681E+01
       4300.0000          9.73438497E+01          9.73438497E+01
       4400.0000          9.82074367E+01          9.82074367E+01
       4500.0000          9.90717279E+01          9.90717279E+01
       4600.0000          9.99363669E+01          9.99363669E+01
       4700.0000          1.00801037E+02          1.00801037E+02
       4800.0000          1.01665457E+02          1.01665457E+02
       4900.0000          1.02529375E+02          1.02529375E+02
       5000.0000          1.03392568E+02          1.03392568E+02
       5100.0000          1.04254838E+02          1.04254838E+02
       5200.0000          1.05116008E+02          1.05116008E+02
       5300.0000          1.05975920E+02          1.05975920E+02
       5400.0000          1.06834433E+02          1.06834433E+02
       5500.0000          1.07691423E+02          1.07691423E+02
       5600.0000          1.08546779E+02          1.08546779E+02
       5700.0000          1.09400403E+02          1.09400403E+02
       5800.0000          1.10252208E+02          1.10252208E+02
       5900.0000          1.11102116E+02          1.11102116E+02
       6000.0000          1.11950059E+02          1.11950059E+02
       6100.0000          1.12795978E+02          1.12795978E+02
       6200.0000          1.13639820E+02          1.13639820E+02
       6300.0000          1.14481539E+02          1.14481539E+02
       6400.0000          1.15321095E+02          1.15321095E+02
       6500.0000          1.16158453E+02          1.16158453E+02
       6600.0000          1.16993585E+02          1.16993585E+02
       6700.0000          1.17826464E+02          1.17826464E+02
       6800.0000          1.18657071E+02          1.18657071E+02
       6900.0000          1.19485386E+02          1.19485386E+02
       7000.0000          1.20311396E+02          1.20311396E+02
       7100.0000          1.21135090E+02          1.21135090E+02
       7200.0000          1.21956459E+02          1.21956459E+02
       7300.0000          1.22775497E+02          1.22775497E+02
       7400.0000          1.23592199E+02          1.23592199E+02
       7500.0000          1.24406565E+02          1.24406565E+02
       7600.0000          1.25218593E+02          1.25218593E+02
       7700.0000          1.26028286E+02          1.26028286E+02
       7800.0000          1.26835646E+02          1.26835646E+02
       7900.0000          1.27640677E+02          1.27640677E+02
       8000.0000          1.28443386E+02          1.28443386E+02
       8100.0000          1.29243778E+02          1.29243778E+02
       8200.0000          1.30041862E+02          1.30041862E+02
       8300.0000          1.30837646E+02          1.30837646E+02
       8400.0000          1.31631139E+02          1.31631139E+02
       8500.0000          1.32422351E+02          1.32422351E+02
       8600.0000          1.33211293E+02          1.33211293E+02
       8700.0000          1.33997976E+02          1.33997976E+02
       8800.0000          1.34782412E+02          1.34782412E+02
       8900.0000          1.35564614E+02          1.35564614E+02
       9000.0000          1.36344593E+02          1.36344593E+02
       9100.0000          1.37122362E+02          1.37122362E+02
       9200.0000          1.37897936E+02          1.37897936E+02
       9300.0000          1.38671327E+02          1.38671327E+02
       9400.0000          1.39442550E+02          1.39442550E+02
       9500.0000          1.40211617E+02          1.40211617E+02
       9600.0000          1.40978545E+02          1.40978545E+02
       9700.0000          1.41743346E+02          1.41743346E+02
       9800.0000          1.42506035E+02          1.42506035E+02
       9900.0000          1.43266627E+02          1.43266627E+02
      10000.0000          1.44025137E+02          1.44025137E+02
      11000.0000          1.51498916E+02          1.51498916E+02
      11922.9990          1.58226288E+02          1.58226288E+02
      11923.0010          1.58226302E+02          1.58226302E+02
      12000.0000          1.58780467E+02          1.58780467E+02
      13000.0000          1.65883704E+02          1.65883704E+02
      13737.9990          1.71019084E+02          1.71019084E+02
      13738.0010          1.71019098E+02          1.71019098E+02
      14000.0000          1.72821456E+02          1.72821456E+02
      14355.9990          1.75253586E+02          1.75253586E+02
      14356.0010          1.75253599E+02          1.75253599E+02
      15000.0000          1.79605346E+02          1.79605346E+02
      16000.0000          1.86245831E+02          1.86245831E+02
      17000.0000          1.92752285E+02          1.92752285E+02
      18000.0000          1.99133119E+02          1.99133119E+02
      19000.0000          2.05395887E+02          2.05395887E+02
      20000.0000          2.11547389E+02          2.11547389E+02
      21000.0000          2.17593764E+02          2.17593764E+02
      22000.0000          2.23540569E+02          2.23540569E+02
      23000.0000          2.29392853E+02          2.29392853E+02
      24000.0000          2.35155213E+02          2.35155213E+02
      25000.0000          2.40831852E+02          2.40831852E+02
      26000.0000          2.46426617E+02          2.46426617E+02
      27000.0000          2.51943048E+02          2.51943048E+02
      28000.0000          2.57384403E+02          2.57384403E+02
      29000.0000          2.62753694E+02          2.62753694E+02
      30000.0000          2.68053710E+02          2.68053710E+02
      31000.0000          2.73287038E+02          2.73287038E+02
      32000.0000          2.78456087E+02          2.78456087E+02
      33000.0000          2.83563103E+02          2.83563103E+02
      34000.0000          2.88610182E+02          2.88610182E+02
      35000.0000          2.93599290E+02          2.93599290E+02
      36000.0000          2.98532267E+02          2.98532267E+02
      37000.0000          3.03410845E+02          3.03410845E+02
      38000.0000          3.08236651E+02          3.08236651E+02
      39000.0000          3.13011220E+02          3.13011220E+02
      40000.0000          3.17736003E+02          3.17736003E+02
      41000.0000          3.22412370E+02          3.22412370E+02
      42000.0000          3.27041618E+02          3.27041618E+02
      43000.0000          3.31624978E+02          3.31624978E+02
      44000.0000          3.36163617E+02          3.36163617E+02
      45000.0000          3.40658648E+02          3.40658648E+02
      46000.0000          3.45111127E+02          3.45111127E+02
      47000.0000          3.49522060E+02          3.49522060E+02
      48000.0000          3.53892410E+02          3.53892410E+02
      49000.0000          3.58223093E+02          3.58223093E+02
      50000.0000          3.62514987E+02          3.62514987E+02
      80728.9990          4.78921652E+02          4.78921652E+02
      80729.0010          4.78921659E+02          4.78921659E+02
