#Energy      Pb   O  Total
        990.0000          1.18409184E+02          5.30968619E+01          3.66585099E+01
       1000.0000          1.18042686E+02          5.35886091E+01          3.68565846E+01
       1100.0000          1.14941058E+02          5.84977535E+01          3.87675263E+01
       1200.0000          1.12676713E+02          6.33927915E+01          4.05685890E+01
       1300.0000          1.11047083E+02          6.82749930E+01          4.22800080E+01
       1400.0000          1.09908375E+02          7.31454113E+01          4.39176565E+01
       1500.0000          1.09155846E+02          7.80049309E+01          4.54940098E+01
       1600.0000          1.08711494E+02          8.28543029E+01          4.70189105E+01
       1700.0000          1.08516127E+02          8.76941714E+01          4.85001650E+01
       1800.0000          1.08524072E+02          9.25250933E+01          4.99440019E+01
       1900.0000          1.08699578E+02          9.73475545E+01          5.13554251E+01
       2000.0000          1.09014295E+02          1.02161981E+02          5.27384827E+01
       2100.0000          1.09445490E+02          1.06968751E+02          5.40964740E+01
       2200.0000          1.09974740E+02          1.11768199E+02          5.54321084E+01
       2300.0000          1.10586985E+02          1.16560623E+02          5.67476275E+01
       2400.0000          1.11269803E+02          1.21346294E+02          5.80449005E+01
       2489.9990          1.11936108E+02          1.25647777E+02          5.91981359E+01
       2490.0010          1.11936123E+02          1.25647872E+02          5.91981614E+01
       2500.0000          1.12012877E+02          1.26125454E+02          5.93254975E+01
       2591.9990          1.12742272E+02          1.30516672E+02          6.04900519E+01
       2592.0010          1.12742289E+02          1.30516767E+02          6.04900770E+01
       2600.0000          1.12807578E+02          1.30898322E+02          6.05907475E+01
       2700.0000          1.13646640E+02          1.35665099E+02          6.18417837E+01
       2800.0000          1.14523914E+02          1.40425967E+02          6.30795796E+01
       2900.0000          1.15434166E+02          1.45181092E+02          6.43049774E+01
       3000.0000          1.16372920E+02          1.49930630E+02          6.55187106E+01
       3071.9990          1.17064283E+02          1.53346868E+02          6.63857281E+01
       3072.0010          1.17064302E+02          1.53346963E+02          6.63857521E+01
       3100.0000          1.17336333E+02          1.54674720E+02          6.67214226E+01
       3200.0000          1.18321087E+02          1.59413493E+02          6.79136814E+01
       3300.0000          1.19324312E+02          1.64147070E+02          6.90959915E+01
       3400.0000          1.20343512E+02          1.68875564E+02          7.02688037E+01
       3500.0000          1.21376512E+02          1.73599080E+02          7.14325233E+01
       3559.9990          1.22002125E+02          1.76430792E+02          7.21265329E+01
       3560.0010          1.22002146E+02          1.76430887E+02          7.21265560E+01
       3600.0000          1.22421412E+02          1.78317713E+02          7.25875166E+01
       3700.0000          1.23476543E+02          1.83031556E+02          7.37341163E+01
       3800.0000          1.24540440E+02          1.87740693E+02          7.48726261E+01
       3856.9990          1.25150271E+02          1.90422780E+02          7.55180533E+01
       3857.0010          1.25150292E+02          1.90422874E+02          7.55180759E+01
       3900.0000          1.25611810E+02          1.92445205E+02          7.60033247E+01
       4000.0000          1.26689514E+02          1.97145167E+02          7.71264686E+01
       4100.0000          1.27772541E+02          2.01840649E+02          7.82422953E+01
       4200.0000          1.28859996E+02          2.06531718E+02          7.93510251E+01
       4300.0000          1.29951084E+02          2.11218436E+02          8.04528632E+01
       4400.0000          1.31045098E+02          2.15900864E+02          8.15480018E+01
       4500.0000          1.32141409E+02          2.20579057E+02          8.26366206E+01
       4600.0000          1.33239453E+02          2.25253069E+02          8.37188891E+01
       4700.0000          1.34338729E+02          2.29922950E+02          8.47949667E+01
       4800.0000          1.35438790E+02          2.34588749E+02          8.58650043E+01
       4900.0000          1.36539232E+02          2.39250510E+02          8.69291449E+01
       5000.0000          1.37639698E+02          2.43908279E+02          8.79875240E+01
       5100.0000          1.38739864E+02          2.48562096E+02          8.90402708E+01
       5200.0000          1.39839443E+02          2.53212002E+02          9.00875083E+01
       5300.0000          1.40938176E+02          2.57858033E+02          9.11293538E+01
       5400.0000          1.42035831E+02          2.62500226E+02          9.21659197E+01
       5500.0000          1.43132200E+02          2.67138617E+02          9.31973133E+01
       5600.0000          1.44227096E+02          2.71773237E+02          9.42236377E+01
       5700.0000          1.45320352E+02          2.76404120E+02          9.52449920E+01
       5800.0000          1.46411818E+02          2.81031296E+02          9.62614711E+01
       5900.0000          1.47501361E+02          2.85654793E+02          9.72731666E+01
       6000.0000          1.48588860E+02          2.90274641E+02          9.82801665E+01
       6100.0000          1.49674208E+02          2.94890866E+02          9.92825559E+01
       6200.0000          1.50757309E+02          2.99503496E+02          1.00280417E+02
       6300.0000          1.51838079E+02          3.04112554E+02          1.01273828E+02
       6400.0000          1.52916442E+02          3.08718065E+02          1.02262867E+02
       6500.0000          1.53992330E+02          3.13320053E+02          1.03247607E+02
       6600.0000          1.55065685E+02          3.17918541E+02          1.04228119E+02
       6700.0000          1.56136453E+02          3.22513550E+02          1.05204474E+02
       6800.0000          1.57204590E+02          3.27105101E+02          1.06176738E+02
       6900.0000          1.58270055E+02          3.31693215E+02          1.07144977E+02
       7000.0000          1.59332814E+02          3.36277912E+02          1.08109254E+02
       7100.0000          1.60392837E+02          3.40859211E+02          1.09069631E+02
       7200.0000          1.61450098E+02          3.45437130E+02          1.10026167E+02
       7300.0000          1.62504577E+02          3.50011688E+02          1.10978920E+02
       7400.0000          1.63556255E+02          3.54582902E+02          1.11927946E+02
       7500.0000          1.64605119E+02          3.59150789E+02          1.12873301E+02
       7600.0000          1.65651156E+02          3.63715365E+02          1.13815038E+02
       7700.0000          1.66694358E+02          3.68276646E+02          1.14753208E+02
       7800.0000          1.67734719E+02          3.72834649E+02          1.15687863E+02
       7900.0000          1.68772236E+02          3.77389388E+02          1.16619052E+02
       8000.0000          1.69806906E+02          3.81940877E+02          1.17546822E+02
       8100.0000          1.70838730E+02          3.86489132E+02          1.18471221E+02
       8200.0000          1.71867710E+02          3.91034165E+02          1.19392294E+02
       8300.0000          1.72893849E+02          3.95575992E+02          1.20310087E+02
       8400.0000          1.73917152E+02          4.00114624E+02          1.21224641E+02
       8500.0000          1.74937626E+02          4.04650075E+02          1.22136000E+02
       8600.0000          1.75955278E+02          4.09182358E+02          1.23044205E+02
       8700.0000          1.76970116E+02          4.13711484E+02          1.23949297E+02
       8800.0000          1.77982150E+02          4.18237466E+02          1.24851316E+02
       8900.0000          1.78991391E+02          4.22760315E+02          1.25750299E+02
       9000.0000          1.79997849E+02          4.27280043E+02          1.26646284E+02
       9100.0000          1.81001536E+02          4.31796661E+02          1.27539310E+02
       9200.0000          1.82002465E+02          4.36310180E+02          1.28429410E+02
       9300.0000          1.83000650E+02          4.40820611E+02          1.29316622E+02
       9400.0000          1.83996103E+02          4.45327964E+02          1.30200980E+02
       9500.0000          1.84988839E+02          4.49832249E+02          1.31082516E+02
       9600.0000          1.85978873E+02          4.54333476E+02          1.31961265E+02
       9700.0000          1.86966219E+02          4.58831656E+02          1.32837259E+02
       9800.0000          1.87950892E+02          4.63326797E+02          1.33710530E+02
       9900.0000          1.88932909E+02          4.67818910E+02          1.34581108E+02
      10000.0000          1.89912284E+02          4.72308002E+02          1.35449024E+02
      11000.0000          1.99564364E+02          5.17034756E+02          1.43988053E+02
      12000.0000          2.08970541E+02          5.61468511E+02          1.52290279E+02
      13000.0000          2.18147327E+02          6.05616190E+02          1.60378009E+02
      13040.9990          2.18518902E+02          6.07420185E+02          1.60705304E+02
      13041.0010          2.18518920E+02          6.07420273E+02          1.60705320E+02
      14000.0000          2.27110362E+02          6.49483756E+02          1.68269999E+02
      15000.0000          2.35874066E+02          6.93076451E+02          1.75982205E+02
      15205.9990          2.37655842E+02          7.02022795E+02          1.77549869E+02
      15206.0010          2.37655859E+02          7.02022882E+02          1.77549884E+02
      15866.9990          2.43321045E+02          7.30652438E+02          1.82533835E+02
      15867.0010          2.43321062E+02          7.30652524E+02          1.82533850E+02
      16000.0000          2.44451563E+02          7.36398951E+02          1.83528348E+02
      17000.0000          2.52854728E+02          7.79455487E+02          1.90920328E+02
      18000.0000          2.61094281E+02          8.22249929E+02          1.98168553E+02
      19000.0000          2.69179904E+02          8.64785854E+02          2.05282189E+02
      20000.0000          2.77120345E+02          9.07066593E+02          2.12269363E+02
      21000.0000          2.84923533E+02          9.49095274E+02          2.19137323E+02
      22000.0000          2.92596662E+02          9.90874852E+02          2.25892567E+02
      23000.0000          3.00146286E+02          1.03240813E+03          2.32540947E+02
      24000.0000          3.07578382E+02          1.07369778E+03          2.39087762E+02
      25000.0000          3.14898424E+02          1.11474638E+03          2.45537827E+02
      26000.0000          3.22111434E+02          1.15555637E+03          2.51895533E+02
      27000.0000          3.29222032E+02          1.19613015E+03          2.58164903E+02
      28000.0000          3.36234481E+02          1.23647000E+03          2.64349631E+02
      29000.0000          3.43152722E+02          1.27657815E+03          2.70453119E+02
      30000.0000          3.49980406E+02          1.31645677E+03          2.76478514E+02
      31000.0000          3.56720929E+02          1.35610795E+03          2.82428731E+02
      32000.0000          3.63377447E+02          1.39553375E+03          2.88306478E+02
      33000.0000          3.69952909E+02          1.43473618E+03          2.94114275E+02
      34000.0000          3.76450069E+02          1.47371718E+03          2.99854478E+02
      35000.0000          3.82871505E+02          1.51247868E+03          3.05529286E+02
      36000.0000          3.89219639E+02          1.55102255E+03          3.11140764E+02
      37000.0000          3.95496745E+02          1.58935063E+03          3.16690849E+02
      38000.0000          4.01704964E+02          1.62746472E+03          3.22181364E+02
      39000.0000          4.07846315E+02          1.66536660E+03          3.27614027E+02
      40000.0000          4.13922705E+02          1.70305800E+03          3.32990458E+02
      41000.0000          4.19935936E+02          1.74054065E+03          3.38312191E+02
      42000.0000          4.25887717E+02          1.77781623E+03          3.43580678E+02
      43000.0000          4.31779666E+02          1.81488640E+03          3.48797294E+02
      44000.0000          4.37613321E+02          1.85175280E+03          3.53963346E+02
      45000.0000          4.43390144E+02          1.88841702E+03          3.59080077E+02
      46000.0000          4.49111526E+02          1.92488068E+03          3.64148668E+02
      47000.0000          4.54778793E+02          1.96114532E+03          3.69170247E+02
      48000.0000          4.60393209E+02          1.99721249E+03          3.74145888E+02
      49000.0000          4.65955983E+02          2.03308373E+03          3.79076620E+02
      50000.0000          4.71468268E+02          2.06876052E+03          3.83963423E+02
      88010.9990          6.51523309E+02          3.29398003E+03          5.43936878E+02
      88011.0010          6.51523317E+02          3.29398009E+03          5.43936885E+02
