#Energy      Cu-K-shell   Cu-L1-shell   Cu-L2-shell   Cu-L3-shell   Cu-M1-shell   Cu-M2-shell   Cu-M3-shell   O-K-shell   Valence  Total
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25553799E+04          1.70614333E+04          8.49771695E+03          1.00000000E+30          4.50902990E+03          2.26038299E+03
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33489931E+04          1.76476886E+04          8.80318779E+03          1.00000000E+30          4.81960240E+03          2.37770143E+03
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41458828E+04          1.82823481E+04          9.13848802E+03          1.00000000E+30          5.16270652E+03          2.50478011E+03
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48945410E+04          1.88354261E+04          9.41488617E+03          1.00000000E+30          5.50192751E+03          2.62308737E+03
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.57576499E+04          1.94922423E+04          9.76279773E+03          1.00000000E+30          5.85011194E+03          2.75108890E+03
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64929056E+04          2.01401175E+04          1.00923196E+04          1.00000000E+30          6.23106006E+03          2.88209619E+03
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73783203E+04          2.08670832E+04          1.04760485E+04          1.00000000E+30          6.64275782E+03          3.02623741E+03
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82216546E+04          2.14535541E+04          1.07595404E+04          1.00000000E+30          7.04809945E+03          3.15587730E+03
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.90583695E+04          2.22001558E+04          1.11478582E+04          1.00000000E+30          7.47113294E+03          3.30022046E+03
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00025443E+04          2.29006806E+04          1.15031006E+04          1.00000000E+30          7.92451367E+03          3.44683623E+03
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.08112703E+04          2.37147152E+04          1.19239541E+04          1.00000000E+30          8.40058122E+03          3.60324331E+03
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.17921151E+04          2.43404628E+04          1.22461004E+04          1.00000000E+30          8.88467827E+03          3.74882628E+03
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.25806526E+04          2.51699223E+04          1.26755987E+04          1.00000000E+30          9.38046168E+03          3.90748147E+03
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35057137E+04          2.59308796E+04          1.30668742E+04          1.00000000E+30          9.94197813E+03          4.07294286E+03
        537.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.43094283E+04          2.66430279E+04          1.34357204E+04          1.00000000E+30          1.03690972E+04          4.20966398E+03
        538.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.43096340E+04          2.66432109E+04          1.34358153E+04          1.05092925E+04          1.03692189E+04          3.00570683E+03
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.45165481E+04          2.68273350E+04          1.35312689E+04          1.04249942E+04          1.04923175E+04          3.01767391E+03
        550.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55902715E+04          2.75106159E+04          1.38836943E+04          1.05509477E+04          1.10670554E+04          3.10935028E+03
        560.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.64119043E+04          2.84174863E+04          1.43540925E+04          1.08872633E+04          1.16699656E+04          3.22726193E+03
        570.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.75035690E+04          2.92455687E+04          1.47762896E+04          1.11569029E+04          1.22810163E+04          3.33789038E+03
        580.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.83152300E+04          3.02166137E+04          1.52779396E+04          1.14033960E+04          1.29261915E+04          3.45181107E+03
        590.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.93993936E+04          3.09868077E+04          1.56746523E+04          1.17517130E+04          1.36046937E+04          3.57081403E+03
        600.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04048125E+04          3.19630512E+04          1.61794495E+04          1.21666461E+04          1.43024128E+04          3.70435342E+03
        610.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.14220529E+04          3.29147560E+04          1.66694720E+04          1.26348515E+04          1.50434118E+04          3.84417873E+03
        620.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25466279E+04          3.39741407E+04          1.72171932E+04          1.31282443E+04          1.58214510E+04          3.99367037E+03
        630.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.35376629E+04          3.48596752E+04          1.76700518E+04          1.37112011E+04          1.66115652E+04          4.14284388E+03
        640.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.46922701E+04          3.59559113E+04          1.82337431E+04          1.42505296E+04          1.73456148E+04          4.29452291E+03
        650.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.56821499E+04          3.68358978E+04          1.86902359E+04          1.48331631E+04          1.82098982E+04          4.44694688E+03
        660.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.68459264E+04          3.79465496E+04          1.92575293E+04          1.53955344E+04          1.91153714E+04          4.61052601E+03
        670.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.80705486E+04          3.90137885E+04          1.98068548E+04          1.60453094E+04          1.99861949E+04          4.77827970E+03
        680.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.91534862E+04          4.02128814E+04          2.04167378E+04          1.66164592E+04          2.08987693E+04          4.94504785E+03
        690.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.04308820E+04          4.11863356E+04          2.09372540E+04          1.71825844E+04          2.18533353E+04          5.10650013E+03
        700.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.14933048E+04          4.24163201E+04          2.15677879E+04          1.78258940E+04          2.28140300E+04          5.28284016E+03
        710.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.27843088E+04          4.33948032E+04          2.20897756E+04          1.85192478E+04          2.38201050E+04          5.45737475E+03
        720.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.41417118E+04          4.46303498E+04          2.27288724E+04          1.90730215E+04          2.49147268E+04          5.63570117E+03
        730.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51089246E+04          4.58146088E+04          2.33406344E+04          1.96701821E+04          2.60375373E+04          5.81188631E+03
        740.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64634036E+04          4.71346960E+04          2.40239533E+04          2.03121103E+04          2.71248515E+04          6.00060805E+03
        750.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74600920E+04          4.82373534E+04          2.47484885E+04          2.10130646E+04          2.82723430E+04          6.19193474E+03
        760.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.87841675E+04          4.95811983E+04          2.52841089E+04          2.16523398E+04          2.94902498E+04          6.37654451E+03
        770.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.01707048E+04          5.10020654E+04          2.60169664E+04          2.23913365E+04          3.07625698E+04          6.58631121E+03
        780.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.13559552E+04          5.20615181E+04          2.65680691E+04          2.30408374E+04          3.19826024E+04          6.76527054E+03
        790.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.27746882E+04          5.34751860E+04          2.72934172E+04          2.38052425E+04          3.32538670E+04          6.97601258E+03
        800.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.39825585E+04          5.48055316E+04          2.79843134E+04          2.45650749E+04          3.46113469E+04          7.18337353E+03
        810.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.54149867E+04          5.63024292E+04          2.87506070E+04          2.54054063E+04          3.60312660E+04          7.41039963E+03
        820.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.69130215E+04          5.78833922E+04          2.94516121E+04          2.61208361E+04          3.75005088E+04          7.62632216E+03
        830.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.80310311E+04          5.90512065E+04          3.02458931E+04          2.69948396E+04          3.89041223E+04          7.84656490E+03
        840.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.95273630E+04          6.06444347E+04          3.09349935E+04          2.79293561E+04          4.03856093E+04          8.07988400E+03
        850.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.10909984E+04          6.23260188E+04          3.17511420E+04          2.86182253E+04          4.19671760E+04          8.30723573E+03
        860.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.21488015E+04          6.34292126E+04          3.26115217E+04          2.95677401E+04          4.35765211E+04          8.54272690E+03
        870.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.36788595E+04          6.50845361E+04          3.32743892E+04          3.03841536E+04          4.52374558E+04          8.77134053E+03
        880.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52752194E+04          6.65485308E+04          3.41416669E+04          3.13830232E+04          4.69472504E+04          9.02805742E+03
        890.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65542783E+04          6.82711699E+04          3.49319507E+04          3.22111063E+04          4.86059114E+04          9.26303243E+03
        900.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.81754000E+04          6.97515539E+04          3.57377661E+04          3.31046209E+04          5.04469253E+04          9.51112563E+03
        910.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.94748290E+04          7.15072997E+04          3.66296600E+04          3.41196523E+04          5.22188831E+04          9.77266341E+03
        920.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.10829864E+04          7.33537170E+04          3.75672105E+04          3.50478538E+04          5.41391063E+04          1.00413775E+04
        930.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.27575694E+04          7.47389487E+04          3.83364949E+04          3.61163331E+04          5.59808589E+04          1.02986878E+04
        937.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.41476976E+04          7.62204422E+04          3.90966824E+04          3.70190799E+04          5.76616645E+04          1.05333048E+04
        938.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.89051007E+03          8.41480510E+04          7.62208200E+04          3.90968762E+04          3.70193113E+04          5.76620992E+04          4.16556345E+03
        940.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66561470E+03          8.39698658E+04          7.66002768E+04          3.92915857E+04          3.70043627E+04          5.80998445E+04          3.68794791E+03
        950.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.03580419E+03          8.56132238E+04          7.80321397E+04          4.00759130E+04          3.81028376E+04          6.00129692E+04          2.93998115E+03
        957.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.68037254E+03          8.69747871E+04          7.94985697E+04          4.08373125E+04          3.90295970E+04          6.16457452E+04          2.76152495E+03
        958.0010          1.00000000E+30          1.00000000E+30          1.67801224E+04          3.69807224E+03          8.69751329E+04          7.94989432E+04          4.08375065E+04          3.90298344E+04          6.16461895E+04          2.37861836E+03
        960.0000          1.00000000E+30          1.00000000E+30          1.31445712E+04          3.65637888E+03          8.73221896E+04          7.98740654E+04          4.10323269E+04          3.90529209E+04          6.20914743E+04          2.27466178E+03
        970.0000          1.00000000E+30          1.00000000E+30          8.55942463E+03          3.57178018E+03          8.91007719E+04          8.18050496E+04          4.20355065E+04          4.01704625E+04          6.42671375E+04          2.06401106E+03
        980.0000          1.00000000E+30          1.00000000E+30          7.60461584E+03          3.65133145E+03          9.02030237E+04          8.35172341E+04          4.29291041E+04          4.11911073E+04          6.64077622E+04          2.03640586E+03
        990.0000          1.00000000E+30          1.00000000E+30          7.42846334E+03          3.77286015E+03          9.19086687E+04          8.55210714E+04          4.39726432E+04          4.23532041E+04          6.85436159E+04          2.06960809E+03
       1000.0000          1.00000000E+30          1.00000000E+30          7.54511381E+03          3.92318146E+03          9.36800608E+04          8.72518488E+04          4.48729282E+04          4.33642652E+04          7.08852115E+04          2.13210566E+03
       1100.0000          1.00000000E+30          1.00000000E+30          9.85063639E+03          5.08478947E+03          1.10828514E+05          1.07570232E+05          5.56644191E+04          5.57386251E+04          9.68754033E+04          2.75688156E+03
       1102.9990          1.00000000E+30          1.00000000E+30          9.93333712E+03          5.10171609E+03          1.11424595E+05          1.08266384E+05          5.57937986E+04          5.61728518E+04          9.78097199E+04          2.77128066E+03
       1103.0010          1.00000000E+30          2.20461714E+04          9.93339273E+03          5.10174179E+03          1.11424994E+05          1.08266851E+05          5.57940374E+04          5.61731437E+04          9.78103513E+04          2.46183242E+03
       1200.0000          1.00000000E+30          2.40647946E+04          1.23019981E+04          6.33291841E+03          1.29276365E+05          1.31200268E+05          6.78303036E+04          7.03329242E+04          1.29242852E+05          3.00478415E+03
       1300.0000          1.00000000E+30          2.72269899E+04          1.50689948E+04          7.74891744E+03          1.50169961E+05          1.57553455E+05          8.16773520E+04          8.71967292E+04          1.68940610E+05          3.63931475E+03
       1400.0000          1.00000000E+30          3.05027290E+04          1.82041001E+04          9.36217347E+03          1.71628766E+05          1.87842175E+05          9.75466661E+04          1.06457418E+05          2.17188718E+05          4.34917235E+03
       1500.0000          1.00000000E+30          3.39550291E+04          2.17207829E+04          1.12299753E+04          1.95711272E+05          2.22529681E+05          1.15319945E+05          1.28502120E+05          2.74856019E+05          5.14848001E+03
       1600.0000          1.00000000E+30          3.77192442E+04          2.56681237E+04          1.33676019E+04          2.20560777E+05          2.60467289E+05          1.35486497E+05          1.54147052E+05          3.42520217E+05          6.04452268E+03
       1700.0000          1.00000000E+30          4.17084176E+04          3.01791643E+04          1.57778968E+04          2.48032443E+05          3.01924292E+05          1.57457248E+05          1.81983801E+05          4.21909697E+05          7.03971812E+03
       1800.0000          1.00000000E+30          4.59854136E+04          3.52918407E+04          1.84435942E+04          2.76698594E+05          3.47877268E+05          1.82133724E+05          2.13320823E+05          5.13370894E+05          8.13568185E+03
       1900.0000          1.00000000E+30          5.03504635E+04          4.09656240E+04          2.13533215E+04          3.08002918E+05          4.00399562E+05          2.08901588E+05          2.48876673E+05          6.18855087E+05          9.32246774E+03
       2000.0000          1.00000000E+30          5.52758730E+04          4.70419490E+04          2.46339835E+04          3.40040491E+05          4.55920350E+05          2.39362091E+05          2.87245386E+05          7.39613613E+05          1.06283039E+04
       2100.0000          1.00000000E+30          6.01289591E+04          5.40744122E+04          2.82478817E+04          3.74961922E+05          5.20244294E+05          2.72019951E+05          3.30724505E+05          8.76647271E+05          1.20547971E+04
       2200.0000          1.00000000E+30          6.55768432E+04          6.15065204E+04          3.23103567E+04          4.11230728E+05          5.85174591E+05          3.07702399E+05          3.76012153E+05          1.03135109E+06          1.36096726E+04
       2300.0000          1.00000000E+30          7.09861193E+04          6.98453468E+04          3.66211579E+04          4.49303298E+05          6.57330714E+05          3.46715749E+05          4.27015100E+05          1.20688149E+06          1.52641869E+04
       2400.0000          1.00000000E+30          7.68305833E+04          7.89400751E+04          4.13772646E+04          4.90511733E+05          7.36985969E+05          3.87578090E+05          4.83299372E+05          1.39980852E+06          1.70617796E+04
       2500.0000          1.00000000E+30          8.29935602E+04          8.87752153E+04          4.65701365E+04          5.32038172E+05          8.22657231E+05          4.35832071E+05          5.44115707E+05          1.61728419E+06          1.89997450E+04
       2600.0000          1.00000000E+30          8.96129471E+04          9.92147596E+04          5.21965217E+04          5.77347027E+05          9.18500515E+05          4.82381051E+05          6.09644439E+05          1.86279461E+06          2.10670096E+04
       2700.0000          1.00000000E+30          9.59651861E+04          1.10910479E+05          5.84035827E+04          6.22706025E+05          1.01748105E+06          5.36446197E+05          6.79055310E+05          2.12195538E+06          2.32798006E+04
       2800.0000          1.00000000E+30          1.03093125E+05          1.23330034E+05          6.49280229E+04          6.71735561E+05          1.12104967E+06          5.92756953E+05          7.54570399E+05          2.40862862E+06          2.56291121E+04
       2900.0000          1.00000000E+30          1.10624439E+05          1.36619472E+05          7.20018589E+04          7.22634453E+05          1.23361163E+06          6.53650979E+05          8.36531003E+05          2.72638480E+06          2.81418664E+04
       3000.0000          1.00000000E+30          1.17704598E+05          1.50636358E+05          7.95937746E+04          7.75468688E+05          1.35407432E+06          7.21737170E+05          9.21698152E+05          3.07258754E+06          3.07482670E+04
       3100.0000          1.00000000E+30          1.25740206E+05          1.66899938E+05          8.81765896E+04          8.31488538E+05          1.48986317E+06          7.86505928E+05          1.01386093E+06          3.45213041E+06          3.36624236E+04
       3200.0000          1.00000000E+30          1.34141410E+05          1.82768050E+05          9.67239416E+04          8.90014392E+05          1.62472220E+06          8.61273370E+05          1.11471262E+06          3.85977418E+06          3.66015456E+04
       3300.0000          1.00000000E+30          1.42661069E+05          2.00082043E+05          1.06008002E+05          9.49222261E+05          1.77366628E+06          9.42088482E+05          1.22502930E+06          4.30033989E+06          3.97323046E+04
       3400.0000          1.00000000E+30          1.51373043E+05          2.19155329E+05          1.16219853E+05          1.00932196E+06          1.93008673E+06          1.02467298E+06          1.33387337E+06          4.78180785E+06          4.30715704E+04
       3500.0000          1.00000000E+30          1.60649880E+05          2.38951237E+05          1.26887845E+05          1.07254074E+06          2.09614617E+06          1.11621202E+06          1.45284963E+06          5.29511834E+06          4.65698493E+04
       3600.0000          1.00000000E+30          1.70304056E+05          2.61268783E+05          1.38076556E+05          1.13916365E+06          2.27721138E+06          1.20826142E+06          1.58265016E+06          5.84632211E+06          5.02785654E+04
       3700.0000          1.00000000E+30          1.81219057E+05          2.82564847E+05          1.50031407E+05          1.20853997E+06          2.45705475E+06          1.31340593E+06          1.71271858E+06          6.44253129E+06          5.41789115E+04
       3800.0000          1.00000000E+30          1.91150135E+05          3.07227957E+05          1.62953341E+05          1.28118370E+06          2.65878558E+06          1.41330605E+06          1.85843758E+06          7.08764644E+06          5.82529740E+04
       3900.0000          1.00000000E+30          2.01152889E+05          3.31132389E+05          1.76698720E+05          1.35522310E+06          2.85863487E+06          1.52816115E+06          1.99947665E+06          7.75356258E+06          6.24148739E+04
       4000.0000          1.00000000E+30          2.12055416E+05          3.58517952E+05          1.90886961E+05          1.43054519E+06          3.08727976E+06          1.63980806E+06          2.15841330E+06          8.48048856E+06          6.68551804E+04
       4100.0000          1.00000000E+30          2.23372994E+05          3.86359010E+05          2.06692031E+05          1.50788517E+06          3.30448764E+06          1.76683731E+06          2.32695969E+06          9.25988696E+06          7.15680300E+04
       4200.0000          1.00000000E+30          2.35164030E+05          4.16156360E+05          2.21920481E+05          1.59651977E+06          3.55186555E+06          1.90242736E+06          2.49730044E+06          1.00702327E+07          7.63667955E+04
       4300.0000          1.00000000E+30          2.47055202E+05          4.47803278E+05          2.39177866E+05          1.67962075E+06          3.81037613E+06          2.04127160E+06          2.67962059E+06          1.09375806E+07          8.14723006E+04
       4400.0000          1.00000000E+30          2.60597429E+05          4.81631196E+05          2.57304016E+05          1.75999538E+06          4.06538643E+06          2.17813629E+06          2.87247558E+06          1.18583638E+07          8.69127033E+04
       4500.0000          1.00000000E+30          2.72809753E+05          5.16824636E+05          2.75150216E+05          1.85572585E+06          4.35329112E+06          2.32956128E+06          3.07780129E+06          1.28321554E+07          9.22891099E+04
       4600.0000          1.00000000E+30          2.85908432E+05          5.51240791E+05          2.95242245E+05          1.94670357E+06          4.64823231E+06          2.48706171E+06          3.29050060E+06          1.38829892E+07          9.79853928E+04
       4700.0000          1.00000000E+30          2.99394677E+05          5.90398283E+05          3.16636648E+05          2.03837567E+06          4.95783018E+06          2.65832023E+06          3.50987386E+06          1.49564058E+07          1.04033639E+05
       4800.0000          1.00000000E+30          3.13475964E+05          6.30508266E+05          3.38507895E+05          2.13828255E+06          5.26475483E+06          2.83909115E+06          3.74046088E+06          1.61247253E+07          1.10260923E+05
       4900.0000          1.00000000E+30          3.27639455E+05          6.72744546E+05          3.60063681E+05          2.24038030E+06          5.59801913E+06          3.02190600E+06          3.97968549E+06          1.73353118E+07          1.16540112E+05
       5000.0000          1.00000000E+30          3.43745760E+05          7.17709777E+05          3.83892007E+05          2.34063018E+06          5.95521454E+06          3.20106556E+06          4.23192950E+06          1.86417046E+07          1.23383060E+05
       5100.0000          1.00000000E+30          3.57531322E+05          7.64012440E+05          4.08656482E+05          2.44483171E+06          6.33048827E+06          3.39923486E+06          4.48225876E+06          1.99478793E+07          1.30084887E+05
       5200.0000          1.00000000E+30          3.74317058E+05          8.11608261E+05          4.35102383E+05          2.55375859E+06          6.71075273E+06          3.60463244E+06          4.77786407E+06          2.13271323E+07          1.37435029E+05
       5300.0000          1.00000000E+30          3.89918199E+05          8.62873828E+05          4.62731758E+05          2.66326971E+06          7.10930349E+06          3.82501818E+06          5.05700970E+06          2.27893094E+07          1.44846947E+05
       5400.0000          1.00000000E+30          4.06147687E+05          9.12922147E+05          4.90532179E+05          2.78663214E+06          7.53031815E+06          4.05570313E+06          5.32965679E+06          2.43311197E+07          1.52367197E+05
       5500.0000          1.00000000E+30          4.23074323E+05          9.68614466E+05          5.22538681E+05          2.89840560E+06          7.96082463E+06          4.28849767E+06          5.65897282E+06          2.59325866E+07          1.60542669E+05
       5600.0000          1.00000000E+30          4.41781098E+05          1.02530933E+06          5.53454641E+05          3.02091883E+06          8.40287051E+06          4.53273044E+06          5.97505010E+06          2.76694843E+07          1.68922747E+05
       5700.0000          1.00000000E+30          4.58964820E+05          1.08472598E+06          5.83605326E+05          3.14608068E+06          8.87832585E+06          4.78992515E+06          6.28089425E+06          2.93878863E+07          1.77094693E+05
       5800.0000          1.00000000E+30          4.76327520E+05          1.14734579E+06          6.17060365E+05          3.26955444E+06          9.37179432E+06          5.05243883E+06          6.64890019E+06          3.12154250E+07          1.85719116E+05
       5900.0000          1.00000000E+30          4.95285465E+05          1.21151882E+06          6.51664454E+05          3.41144788E+06          9.88810401E+06          5.32284134E+06          6.99829166E+06          3.31378929E+07          1.94773042E+05
       6000.0000          1.00000000E+30          5.14622327E+05          1.27747934E+06          6.88213421E+05          3.53951662E+06          1.04047701E+07          5.61254786E+06          7.35831107E+06          3.51549536E+07          2.04075202E+05
       6100.0000          1.00000000E+30          5.36017330E+05          1.34713274E+06          7.26291066E+05          3.69262442E+06          1.09444342E+07          5.91387670E+06          7.73683845E+06          3.72040162E+07          2.14032287E+05
       6200.0000          1.00000000E+30          5.55158566E+05          1.41937034E+06          7.65964627E+05          3.81814880E+06          1.15131128E+07          6.25340301E+06          8.13170671E+06          3.92880129E+07          2.23790038E+05
       6300.0000          1.00000000E+30          5.75130089E+05          1.49473693E+06          8.07323641E+05          3.98118416E+06          1.20913059E+07          6.56340925E+06          8.54239599E+06          4.15595407E+07          2.33984782E+05
       6400.0000          1.00000000E+30          5.97951248E+05          1.57322313E+06          8.53790115E+05          4.10527937E+06          1.26847369E+07          6.88714312E+06          9.00499530E+06          4.38440408E+07          2.45053456E+05
       6500.0000          1.00000000E+30          6.17634569E+05          1.66143374E+06          8.96830714E+05          4.25390366E+06          1.33166666E+07          7.23189742E+06          9.42258873E+06          4.62602070E+07          2.55610592E+05
       6600.0000          1.00000000E+30          6.41721399E+05          1.74200965E+06          9.38838956E+05          4.40705856E+06          1.39714849E+07          7.58067697E+06          9.85982666E+06          4.87346187E+07          2.66677900E+05
       6700.0000          1.00000000E+30          6.61609758E+05          1.82631923E+06          9.89269771E+05          4.57932737E+06          1.46507277E+07          7.93836589E+06          1.03243777E+07          5.13720349E+07          2.77871622E+05
       6800.0000          1.00000000E+30          6.86441622E+05          1.91597589E+06          1.03759851E+06          4.72877393E+06          1.54028864E+07          8.32129367E+06          1.07937864E+07          5.40458159E+07          2.89838622E+05
       6900.0000          1.00000000E+30          7.09721818E+05          2.00673541E+06          1.08685285E+06          4.88601854E+06          1.60978847E+07          8.74773735E+06          1.13357455E+07          5.68164358E+07          3.01720086E+05
       7000.0000          1.00000000E+30          7.33633447E+05          2.10009888E+06          1.13917556E+06          5.05168195E+06          1.68251789E+07          9.12970039E+06          1.18195563E+07          5.95946024E+07          3.13934167E+05
       7100.0000          1.00000000E+30          7.60739544E+05          2.20633514E+06          1.19332155E+06          5.23251282E+06          1.75929049E+07          9.58081931E+06          1.23504143E+07          6.25534353E+07          3.27328804E+05
       7200.0000          1.00000000E+30          7.83888165E+05          2.30739028E+06          1.24968898E+06          5.39846378E+06          1.83699152E+07          1.00008010E+07          1.29004953E+07          6.55663383E+07          3.39937622E+05
       7300.0000          1.00000000E+30          8.08390842E+05          2.41184588E+06          1.30817240E+06          5.59156444E+06          1.92524175E+07          1.04425456E+07          1.34399520E+07          6.86656415E+07          3.53159268E+05
       7400.0000          1.00000000E+30          8.34266148E+05          2.52108685E+06          1.37298681E+06          5.75817124E+06          2.00561098E+07          1.09067718E+07          1.40764055E+07          7.19313186E+07          3.67133177E+05
       7500.0000          1.00000000E+30          8.62266342E+05          2.63453105E+06          1.43262062E+06          5.94267572E+06          2.09261203E+07          1.14197287E+07          1.46328519E+07          7.51847234E+07          3.81301085E+05
       7600.0000          1.00000000E+30          8.88129787E+05          2.76018134E+06          1.49513380E+06          6.13119914E+06          2.18225343E+07          1.18980740E+07          1.52268124E+07          7.87503096E+07          3.95501302E+05
       7700.0000          1.00000000E+30          9.17797934E+05          2.87453090E+06          1.56111035E+06          6.33639907E+06          2.27525331E+07          1.23871154E+07          1.58486651E+07          8.22421558E+07          4.10547531E+05
       7800.0000          1.00000000E+30          9.43885213E+05          2.99578356E+06          1.62792222E+06          6.55580994E+06          2.37855551E+07          1.29559347E+07          1.65396038E+07          8.58269117E+07          4.25276913E+05
       7900.0000          1.00000000E+30          9.74779877E+05          3.13292124E+06          1.70315227E+06          6.73609720E+06          2.47186218E+07          1.34924215E+07          1.71958310E+07          8.96289356E+07          4.41589660E+05
       8000.0000          1.00000000E+30          1.00388090E+06          3.26286383E+06          1.77236227E+06          6.92934716E+06          2.57047110E+07          1.40432205E+07          1.78409570E+07          9.34731425E+07          4.57036932E+05
       8100.0000          1.00000000E+30          1.03338375E+06          3.39370318E+06          1.84607463E+06          7.15221273E+06          2.67435461E+07          1.46172277E+07          1.86005320E+07          9.75597251E+07          4.73108170E+05
       8200.0000          1.00000000E+30          1.06657819E+06          3.54703066E+06          1.92958272E+06          7.35674106E+06          2.78799350E+07          1.52714264E+07          1.92796150E+07          1.01536417E+08          4.90978989E+05
       8300.0000          1.00000000E+30          1.09503566E+06          3.68077823E+06          2.00655342E+06          7.59243011E+06          2.89408041E+07          1.58391206E+07          2.00074955E+07          1.05932644E+08          5.07078714E+05
       8400.0000          1.00000000E+30          1.12955550E+06          3.82520019E+06          2.08734077E+06          7.79443530E+06          3.01844050E+07          1.64404715E+07          2.08243178E+07          1.10008853E+08          5.24887681E+05
       8500.0000          1.00000000E+30          1.15934868E+06          3.99141106E+06          2.17134006E+06          8.04151106E+06          3.12649156E+07          1.70797894E+07          2.15592418E+07          1.14315553E+08          5.42400516E+05
