#Energy      In-K-shell   In-L1-shell   In-L2-shell   In-L3-shell   In-M1-shell   In-M2-shell   In-M3-shell   In-M4-shell   In-M5-shell   In-N1-shell   In-N2-shell   In-N3-shell   In-N4-shell   In-N5-shell   O-K-shell   Valence  Total
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.21267911E+01          1.32994559E+01          1.00000000E+30          5.33093478E+00          3.24707490E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18346166E+01          1.31385143E+01          1.00000000E+30          5.29653826E+00          3.21839890E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15586980E+01          1.29866925E+01          1.00000000E+30          5.26557040E+00          3.19183056E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12980594E+01          1.28434231E+01          1.00000000E+30          5.23775876E+00          3.16721450E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10518084E+01          1.27082217E+01          1.00000000E+30          5.21285660E+00          3.14441211E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08190892E+01          1.25806024E+01          1.00000000E+30          5.19064017E+00          3.12329434E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.05991321E+01          1.24601453E+01          1.00000000E+30          5.17090634E+00          3.10374598E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03911865E+01          1.23464280E+01          1.00000000E+30          5.15347050E+00          3.08565904E+00
         81.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.01947856E+01          1.22391886E+01          1.00000000E+30          5.13817890E+00          3.06895344E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.54459557E+09          2.01945945E+01          1.22390843E+01          1.00000000E+30          5.13816461E+00          3.06893737E+00
         82.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.54475038E+09          2.01944034E+01          1.22389800E+01          1.00000000E+30          5.13815032E+00          3.06892130E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50604625E+05          2.00086990E+01          1.21377545E+01          1.00000000E+30          5.12483556E+00          3.05345352E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.84970131E+04          1.98329303E+01          1.20421039E+01          1.00000000E+30          5.11334364E+00          3.03913300E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.79957612E+04          1.96667117E+01          1.19518265E+01          1.00000000E+30          5.10356117E+00          3.02591080E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.10481166E+04          1.95095475E+01          1.18666294E+01          1.00000000E+30          5.09537133E+00          3.01372171E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.21254685E+04          1.93609416E+01          1.17862483E+01          1.00000000E+30          5.08866709E+00          3.00250409E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67639323E+04          1.92204335E+01          1.17104226E+01          1.00000000E+30          5.08335026E+00          2.99219976E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32555009E+04          1.90876091E+01          1.16389146E+01          1.00000000E+30          5.07933061E+00          2.98275565E+00
         89.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08152659E+04          1.89621856E+01          1.15715706E+01          1.00000000E+30          5.07652737E+00          2.97413034E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.17002308E+09          1.08126654E+04          1.89620636E+01          1.15715051E+01          1.00000000E+30          5.07652514E+00          2.97412206E+00
         90.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.17038988E+09          1.08107471E+04          1.89619416E+01          1.15714397E+01          1.00000000E+30          5.07652292E+00          2.97411383E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.78237255E+05          9.03414656E+03          1.88434246E+01          1.15079812E+01          1.00000000E+30          5.07485742E+00          2.96623980E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39651723E+05          7.69251592E+03          1.87313397E+01          1.14481448E+01          1.00000000E+30          5.07425694E+00          2.95906821E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30020169E+05          6.65087371E+03          1.86254781E+01          1.13918149E+01          1.00000000E+30          5.07465857E+00          2.95257112E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.41093974E+04          5.82439102E+03          1.85255316E+01          1.13388144E+01          1.00000000E+30          5.07600212E+00          2.94671269E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.99319049E+04          5.15554717E+03          1.84312062E+01          1.12889809E+01          1.00000000E+30          5.07823185E+00          2.94145894E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.54126292E+04          4.60514358E+03          1.83422278E+01          1.12421605E+01          1.00000000E+30          5.08129610E+00          2.93677796E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.59004402E+04          4.14639254E+03          1.82583387E+01          1.11982076E+01          1.00000000E+30          5.08514694E+00          2.93264007E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92809733E+04          3.75908683E+03          1.81792947E+01          1.11569868E+01          1.00000000E+30          5.08973986E+00          2.92901727E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44572469E+04          3.42900872E+03          1.81048655E+01          1.11183674E+01          1.00000000E+30          5.09503342E+00          2.92588341E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08198006E+04          3.14463117E+03          1.80348344E+01          1.10822297E+01          1.00000000E+30          5.10098909E+00          2.92321381E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.23258963E+03          1.62293112E+03          1.75366430E+01          1.08349511E+01          1.00000000E+30          5.19011166E+00          2.91761348E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.93490172E+03          1.04058442E+03          1.73109557E+01          1.07417759E+01          1.00000000E+30          5.31742404E+00          2.93998767E+00
        125.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00923952E+03          8.45474723E+02          1.72664608E+01          1.07373942E+01          1.00000000E+30          5.40591191E+00          2.96255955E+00
        126.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35586410E+10          3.00899819E+03          8.45421196E+02          1.72664552E+01          1.07373980E+01          1.00000000E+30          5.40594260E+00          2.96256799E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55554237E+05          2.58274476E+03          7.49066578E+02          1.72659586E+01          1.07510316E+01          1.00000000E+30          5.46868472E+00          2.98047330E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.77527113E+04          1.88158537E+03          5.79663367E+02          1.73452590E+01          1.08308981E+01          1.00000000E+30          5.63563534E+00          3.03300088E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64937058E+04          1.46528673E+03          4.71466707E+02          1.75127677E+01          1.09609561E+01          1.00000000E+30          5.81166185E+00          3.09342706E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.69938843E+03          1.19545288E+03          3.97752780E+02          1.77445368E+01          1.11276198E+01          1.00000000E+30          5.99246934E+00          3.15904171E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.58588697E+03          1.00953930E+03          3.45161189E+02          1.80241658E+01          1.13215618E+01          1.00000000E+30          6.18364740E+00          3.23034407E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.87119458E+03          8.75648316E+02          3.06339649E+02          1.83401075E+01          1.15362006E+01          1.00000000E+30          6.37585332E+00          3.30401176E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.81410288E+03          7.75970739E+02          2.76932983E+02          1.86840350E+01          1.17667811E+01          1.00000000E+30          6.57539070E+00          3.38122579E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.11058312E+03          6.99851910E+02          2.54207662E+02          1.90498150E+01          1.20097955E+01          1.00000000E+30          6.77463136E+00          3.45957353E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61583133E+03          6.40554032E+02          2.36365797E+02          1.94328468E+01          1.22626088E+01          1.00000000E+30          6.97350099E+00          3.53879406E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25317063E+03          5.93620151E+02          2.22179958E+02          1.98296227E+01          1.25232097E+01          1.00000000E+30          7.17195131E+00          3.61869575E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97865554E+03          5.55992200E+02          2.10785714E+02          2.02374288E+01          1.27900412E+01          1.00000000E+30          7.37537785E+00          3.70050165E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76552662E+03          5.25506568E+02          2.01559416E+02          2.06541396E+01          1.30618827E+01          1.00000000E+30          7.57263993E+00          3.78128909E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59663807E+03          5.00594762E+02          1.94041555E+02          2.10780702E+01          1.33377668E+01          1.00000000E+30          7.77441227E+00          3.86365464E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46055133E+03          4.80095267E+02          1.87887561E+02          2.15078724E+01          1.36169189E+01          1.00000000E+30          7.97529935E+00          3.94617849E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34936907E+03          4.63133275E+02          1.82835068E+02          2.19424571E+01          1.38987137E+01          1.00000000E+30          8.18002067E+00          4.02995652E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25747682E+03          4.49038955E+02          1.78681785E+02          2.23809369E+01          1.41826416E+01          1.00000000E+30          8.37906545E+00          4.11262974E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18078044E+03          4.37293584E+02          1.75269542E+02          2.28225844E+01          1.44682851E+01          1.00000000E+30          8.57732520E+00          4.19535961E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11623076E+03          4.27489922E+02          1.72473563E+02          2.32667984E+01          1.47552997E+01          1.00000000E+30          8.77909600E+00          4.27913661E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06151313E+03          4.19305169E+02          1.70194237E+02          2.37130796E+01          1.50433993E+01          1.00000000E+30          8.97989551E+00          4.36285677E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01484197E+03          4.12480949E+02          1.68351400E+02          2.41610110E+01          1.53323452E+01          1.00000000E+30          9.17976190E+00          4.44650833E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.74820529E+02          4.06808424E+02          1.66879888E+02          2.46102427E+01          1.56219376E+01          1.00000000E+30          9.37474418E+00          4.52915095E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.40342406E+02          4.02117649E+02          1.65726349E+02          2.50604795E+01          1.59120082E+01          1.00000000E+30          9.57294118E+00          4.61266296E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.10522101E+02          3.98268721E+02          1.64846755E+02          2.55114721E+01          1.61988559E+01          1.00000000E+30          9.77411692E+00          4.69666102E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.84642935E+02          3.95146207E+02          1.64204502E+02          2.59490296E+01          1.64850706E+01          1.00000000E+30          9.97059664E+00          4.77910932E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.62121222E+02          3.92653803E+02          1.63768947E+02          2.63922596E+01          1.67706683E+01          1.00000000E+30          1.01663076E+01          4.86157139E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.42476777E+02          3.90710843E+02          1.63514294E+02          2.68568177E+01          1.70689952E+01          1.00000000E+30          1.03612776E+01          4.94570770E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.25312299E+02          3.89249263E+02          1.63418673E+02          2.72978124E+01          1.73530342E+01          1.00000000E+30          1.05590524E+01          5.02853158E+00
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.10296390E+02          3.88211315E+02          1.63463479E+02          2.77592536E+01          1.76492926E+01          1.00000000E+30          1.07525378E+01          5.11214968E+00
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.97151470E+02          3.87547794E+02          1.63632743E+02          2.82190503E+01          1.79444730E+01          1.00000000E+30          1.09487605E+01          5.19628717E+00
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.85643381E+02          3.87216420E+02          1.63912739E+02          2.86566564E+01          1.82261887E+01          1.00000000E+30          1.11408618E+01          5.27766147E+00
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.75573208E+02          3.87180845E+02          1.64291599E+02          2.91136049E+01          1.85194844E+01          1.00000000E+30          1.13356300E+01          5.36130698E+00
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.66771985E+02          3.87409597E+02          1.64759011E+02          2.95690451E+01          1.88117935E+01          1.00000000E+30          1.15296867E+01          5.44470126E+00
        446.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.61288336E+02          3.87712153E+02          1.65133966E+02          2.98751906E+01          1.90087209E+01          1.00000000E+30          1.16631553E+01          5.50150030E+00
        447.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.09544295E+11          7.61286844E+02          3.87712255E+02          1.65134078E+02          2.98752892E+01          1.90087838E+01          1.00000000E+30          1.16631953E+01          5.50151787E+00
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.72095376E+06          7.59094609E+02          3.87875315E+02          1.65305980E+02          3.00230205E+01          1.91031450E+01          1.00000000E+30          1.17198403E+01          5.52713476E+00
        454.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22941304E+06          7.55638324E+02          3.88189383E+02          1.65606735E+02          3.02494232E+01          1.92484390E+01          1.00000000E+30          1.18162691E+01          5.56860698E+00
        455.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.89263632E+11          2.22871781E+06          7.55636990E+02          3.88189519E+02          1.65606858E+02          3.02495214E+01          1.92485018E+01          1.00000000E+30          1.18163089E+01          5.56862449E+00
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.21359037E+06          1.06880871E+06          7.52416360E+02          3.88554107E+02          1.65924626E+02          3.04755737E+01          1.93935670E+01          1.00000000E+30          1.19125726E+01          5.61002954E+00
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37182235E+06          4.47512829E+05          7.46629452E+02          3.89425077E+02          1.66608037E+02          3.09267459E+01          1.96830866E+01          1.00000000E+30          1.21046541E+01          5.69266401E+00
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.28300612E+05          2.56822459E+05          7.41640446E+02          3.90469807E+02          1.67350096E+02          3.13765767E+01          1.99605096E+01          1.00000000E+30          1.22961026E+01          5.77411299E+00
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74225735E+05          1.70529285E+05          7.37367776E+02          3.91672079E+02          1.68145407E+02          3.18251047E+01          2.02484678E+01          1.00000000E+30          1.24869359E+01          5.85627574E+00
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.53614610E+05          1.23276346E+05          7.33740425E+02          3.93017523E+02          1.68989172E+02          3.22723669E+01          2.05464891E+01          1.00000000E+30          1.26771709E+01          5.93911624E+00
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85724501E+05          9.42270948E+04          7.30695625E+02          3.94493356E+02          1.69877114E+02          3.27183991E+01          2.08326523E+01          1.00000000E+30          1.28668241E+01          6.02080565E+00
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43239969E+05          7.49358786E+04          7.28178816E+02          3.96088225E+02          1.70805421E+02          3.31632357E+01          2.11180349E+01          1.00000000E+30          1.30559109E+01          6.10227372E+00
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14662051E+05          6.13856625E+04          7.26140956E+02          3.97791959E+02          1.71770682E+02          3.36069097E+01          2.14026588E+01          1.00000000E+30          1.32444462E+01          6.18352535E+00
        537.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.79554921E+04          5.32218165E+04          7.24826704E+02          3.99227000E+02          1.72567318E+02          3.39712930E+01          2.16256649E+01          1.00000000E+30          1.33937227E+01          6.24812043E+00
        538.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.79519359E+04          5.32198724E+04          7.24826409E+02          3.99227367E+02          1.72567519E+02          3.39713883E+01          2.16257258E+01          1.60540828E+12          1.33937614E+01          6.24813745E+00
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.43994469E+04          5.14571218E+04          7.24539156E+02          3.99595463E+02          1.72769820E+02          3.40494532E+01          2.16865446E+01          1.01121502E+08          1.34324442E+01          6.26456485E+00
        550.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.94427749E+04          4.39379795E+04          7.23335165E+02          4.01490561E+02          1.73800077E+02          3.44908967E+01          2.19697126E+01          6.88091130E+06          1.36199186E+01          6.34539195E+00
        560.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.80504014E+04          3.80903246E+04          7.22494842E+02          4.03469896E+02          1.74858962E+02          3.49479149E+01          2.22622587E+01          2.73808415E+06          1.38068825E+01          6.42741558E+00
        570.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.91460525E+04          3.34412016E+04          7.21987755E+02          4.05526836E+02          1.75944223E+02          3.53869877E+01          2.25438938E+01          1.54148675E+06          1.39961230E+01          6.50841186E+00
        580.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.20388056E+04          2.96753405E+04          7.21786508E+02          4.07655362E+02          1.77053820E+02          3.58250489E+01          2.28248685E+01          1.01356566E+06          1.41820674E+01          6.58860144E+00
