#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   P-K-shell   P-L1-shell   P-L2-shell   P-L3-shell   Valence  Total
        360.0000          1.00000000E+30          2.37033568E+04          2.37653081E+04          1.20221321E+04          1.00000000E+30          1.80491849E+04          1.26757488E+04          6.39528705E+03          6.03471535E+04          2.10669534E+03
        370.0000          1.00000000E+30          2.47535488E+04          2.55656050E+04          1.29443831E+04          1.00000000E+30          1.88646936E+04          1.35665657E+04          6.84496284E+03          6.38226333E+04          2.24594015E+03
        380.0000          1.00000000E+30          2.59961510E+04          2.74413154E+04          1.39008857E+04          1.00000000E+30          1.95346037E+04          1.44979136E+04          7.32500712E+03          6.74950029E+04          2.39035616E+03
        390.0000          1.00000000E+30          2.70331466E+04          2.94632073E+04          1.48602017E+04          1.00000000E+30          2.03177788E+04          1.54947342E+04          7.82369927E+03          7.11054902E+04          2.53895702E+03
        400.0000          1.00000000E+30          2.82172152E+04          3.14869078E+04          1.59386371E+04          1.00000000E+30          2.10709127E+04          1.65268609E+04          8.36976974E+03          7.49992281E+04          2.69747813E+03
        410.0000          1.00000000E+30          2.94115642E+04          3.36762087E+04          1.70605914E+04          1.00000000E+30          2.19486605E+04          1.76529850E+04          8.94652196E+03          7.88827554E+04          2.86557392E+03
        420.0000          1.00000000E+30          3.05958909E+04          3.59555785E+04          1.81768612E+04          1.00000000E+30          2.26881106E+04          1.88398024E+04          9.53199715E+03          8.30609988E+04          3.03383848E+03
        430.0000          1.00000000E+30          3.19769568E+04          3.83598680E+04          1.93995508E+04          1.00000000E+30          2.35328804E+04          2.00401202E+04          1.01034552E+04          8.71000325E+04          3.20780400E+03
        440.0000          1.00000000E+30          3.31511862E+04          4.08801393E+04          2.06851221E+04          1.00000000E+30          2.44801722E+04          2.12080650E+04          1.07330070E+04          9.13810465E+04          3.38884835E+03
        450.0000          1.00000000E+30          3.44964913E+04          4.35305285E+04          2.20454243E+04          1.00000000E+30          2.52882095E+04          2.24971353E+04          1.13825717E+04          9.58932142E+04          3.57656573E+03
        460.0000          1.00000000E+30          3.60188028E+04          4.65493552E+04          2.34476756E+04          1.00000000E+30          2.62207207E+04          2.38259079E+04          1.20874678E+04          1.00399657E+05          3.77795586E+03
        470.0000          1.00000000E+30          3.72833383E+04          4.93553528E+04          2.48875623E+04          1.00000000E+30          2.71686783E+04          2.52256395E+04          1.27983639E+04          1.05140384E+05          3.97837436E+03
        480.0000          1.00000000E+30          3.85745411E+04          5.22046956E+04          2.63639448E+04          1.00000000E+30          2.81897484E+04          2.66864598E+04          1.35381058E+04          1.09866875E+05          4.18544244E+03
        490.0000          1.00000000E+30          4.01336280E+04          5.54262982E+04          2.81013378E+04          1.00000000E+30          2.91316352E+04          2.82169112E+04          1.42847452E+04          1.14833535E+05          4.40482214E+03
        500.0000          1.00000000E+30          4.16221021E+04          5.86552306E+04          2.97254261E+04          1.00000000E+30          3.02244825E+04          2.97800336E+04          1.51730291E+04          1.19778006E+05          4.63744005E+03
        510.0000          1.00000000E+30          4.31282375E+04          6.18175270E+04          3.12892085E+04          1.00000000E+30          3.11548965E+04          3.13834271E+04          1.59413652E+04          1.25317039E+05          4.85449882E+03
        520.0000          1.00000000E+30          4.46279105E+04          6.52952434E+04          3.30455729E+04          1.00000000E+30          3.21901948E+04          3.31314528E+04          1.67987309E+04          1.30262944E+05          5.09068963E+03
        530.0000          1.00000000E+30          4.63281745E+04          6.92226952E+04          3.50465208E+04          1.00000000E+30          3.32401618E+04          3.48798308E+04          1.76888673E+04          1.35964480E+05          5.34170010E+03
        540.0000          1.00000000E+30          4.78309259E+04          7.27288715E+04          3.68064463E+04          1.00000000E+30          3.43961248E+04          3.67036080E+04          1.86283563E+04          1.41397544E+05          5.58977717E+03
        550.0000          1.00000000E+30          4.96119619E+04          7.67333201E+04          3.88377947E+04          1.00000000E+30          3.54296504E+04          3.86132341E+04          1.95810166E+04          1.46925654E+05          5.85015881E+03
        560.0000          1.00000000E+30          5.12598894E+04          8.07837495E+04          4.08926306E+04          1.00000000E+30          3.66501879E+04          4.05539567E+04          2.05531375E+04          1.53131112E+05          6.11734306E+03
        570.0000          1.00000000E+30          5.29451806E+04          8.50177111E+04          4.30408662E+04          1.00000000E+30          3.76696934E+04          4.25437683E+04          2.16017321E+04          1.58808619E+05          6.38876948E+03
        580.0000          1.00000000E+30          5.48375530E+04          8.97498065E+04          4.54424647E+04          1.00000000E+30          3.88443473E+04          4.46680092E+04          2.26839277E+04          1.65144057E+05          6.68207256E+03
        590.0000          1.00000000E+30          5.64870314E+04          9.40966680E+04          4.76483387E+04          1.00000000E+30          4.01353772E+04          4.68644309E+04          2.37622116E+04          1.71281818E+05          6.96896099E+03
        600.0000          1.00000000E+30          5.84634288E+04          9.85762563E+04          4.99218068E+04          1.00000000E+30          4.12364751E+04          4.93082043E+04          2.50103286E+04          1.77774179E+05          7.27695913E+03
        610.0000          1.00000000E+30          6.01204138E+04          1.03837792E+05          5.24156110E+04          1.00000000E+30          4.25652099E+04          5.15394070E+04          2.61480138E+04          1.84013805E+05          7.58057196E+03
        620.0000          1.00000000E+30          6.21383684E+04          1.08899319E+05          5.49999358E+04          1.00000000E+30          4.39824257E+04          5.38723681E+04          2.73610202E+04          1.90856031E+05          7.90236522E+03
        630.0000          1.00000000E+30          6.40362521E+04          1.13828028E+05          5.78542236E+04          1.00000000E+30          4.50213307E+04          5.63362827E+04          2.85817708E+04          1.98255210E+05          8.21829487E+03
        640.0000          1.00000000E+30          6.61950328E+04          1.19614050E+05          6.04942763E+04          1.00000000E+30          4.64424194E+04          5.88229462E+04          2.98291391E+04          2.04723299E+05          8.55148887E+03
        650.0000          1.00000000E+30          6.81193307E+04          1.25013608E+05          6.32592081E+04          1.00000000E+30          4.76898131E+04          6.16555940E+04          3.11862321E+04          2.11974213E+05          8.89219448E+03
        660.0000          1.00000000E+30          7.03865830E+04          1.30647418E+05          6.61733941E+04          1.00000000E+30          4.91798713E+04          6.42134401E+04          3.26858852E+04          2.19746405E+05          9.25713464E+03
        670.0000          1.00000000E+30          7.22599244E+04          1.36576952E+05          6.91205738E+04          1.00000000E+30          5.04402959E+04          6.70682237E+04          3.40533018E+04          2.26667771E+05          9.60233260E+03
        680.0000          1.00000000E+30          7.46149346E+04          1.42572915E+05          7.24529503E+04          1.00000000E+30          5.19686906E+04          6.98747583E+04          3.54861277E+04          2.34211332E+05          9.97789826E+03
        690.0000          1.00000000E+30          7.64755566E+04          1.49385399E+05          7.54983834E+04          1.00000000E+30          5.31930211E+04          7.31269532E+04          3.69946695E+04          2.42237552E+05          1.03467301E+04
        700.0000          1.00000000E+30          7.88705698E+04          1.55573557E+05          7.88421803E+04          1.00000000E+30          5.47418885E+04          7.60686728E+04          3.86754193E+04          2.49772326E+05          1.07453144E+04
        710.0000          1.00000000E+30          8.09668732E+04          1.62330628E+05          8.26258466E+04          1.00000000E+30          5.63836605E+04          7.92007021E+04          4.02175733E+04          2.58146428E+05          1.11465254E+04
        720.0000          1.00000000E+30          8.34722449E+04          1.69246543E+05          8.59292439E+04          1.00000000E+30          5.75482219E+04          8.23502218E+04          4.17871354E+04          2.66604119E+05          1.15303374E+04
        730.0000          1.00000000E+30          8.56122719E+04          1.76417767E+05          8.94085846E+04          1.00000000E+30          5.91703337E+04          8.55745521E+04          4.34968101E+04          2.74803791E+05          1.19404739E+04
        740.0000          1.00000000E+30          8.79215716E+04          1.84489605E+05          9.31080361E+04          1.00000000E+30          6.06314715E+04          8.92128626E+04          4.52541554E+04          2.83908056E+05          1.23676262E+04
        750.0000          1.00000000E+30          9.04564506E+04          1.91666310E+05          9.72728931E+04          1.00000000E+30          6.23220836E+04          9.27396791E+04          4.71888007E+04          2.92215646E+05          1.28213433E+04
        760.0000          1.00000000E+30          9.27350050E+04          1.99168824E+05          1.01033557E+05          1.00000000E+30          6.38146636E+04          9.63417707E+04          4.89467438E+04          3.00796642E+05          1.32438142E+04
        770.0000          1.00000000E+30          9.53651183E+04          2.07111920E+05          1.04878556E+05          1.00000000E+30          6.55594641E+04          1.00073058E+05          5.08012244E+04          3.10515899E+05          1.36985929E+04
        780.0000          1.00000000E+30          9.76633777E+04          2.15120936E+05          1.09393227E+05          1.00000000E+30          6.70161163E+04          1.04239817E+05          5.28800782E+04          3.19670701E+05          1.41676946E+04
        790.0000          1.00000000E+30          1.00345291E+05          2.24159583E+05          1.13642911E+05          1.00000000E+30          6.87997465E+04          1.07942985E+05          5.48490068E+04          3.28604295E+05          1.46412194E+04
        800.0000          1.00000000E+30          1.03178659E+05          2.32378110E+05          1.18004834E+05          1.00000000E+30          7.02739861E+04          1.11843549E+05          5.68265857E+04          3.38551626E+05          1.51076295E+04
        810.0000          1.00000000E+30          1.05652024E+05          2.41272934E+05          1.22536702E+05          1.00000000E+30          7.20639297E+04          1.15952780E+05          5.91113975E+04          3.47933392E+05          1.56097243E+04
        820.0000          1.00000000E+30          1.08613471E+05          2.51210780E+05          1.27663479E+05          1.00000000E+30          7.39474395E+04          1.20447651E+05          6.11220277E+04          3.57422564E+05          1.61277891E+04
        830.0000          1.00000000E+30          1.11096141E+05          2.60446134E+05          1.32139127E+05          1.00000000E+30          7.55690196E+04          1.24613631E+05          6.33359551E+04          3.68240160E+05          1.66193738E+04
        840.0000          1.00000000E+30          1.14111507E+05          2.70063825E+05          1.36861759E+05          1.00000000E+30          7.75159201E+04          1.29477246E+05          6.56084350E+04          3.78417555E+05          1.71581634E+04
        850.0000          1.00000000E+30          1.17295126E+05          2.81064452E+05          1.41862581E+05          1.00000000E+30          7.91675943E+04          1.33695794E+05          6.81163749E+04          3.88555198E+05          1.76997498E+04
        860.0000          1.00000000E+30          1.19591628E+05          2.90489847E+05          1.47375339E+05          1.00000000E+30          8.11284352E+04          1.38378762E+05          7.03625286E+04          3.99506056E+05          1.82290400E+04
        870.0000          1.00000000E+30          1.22792638E+05          3.00460647E+05          1.52441831E+05          1.00000000E+30          8.31888761E+04          1.43170289E+05          7.30368242E+04          4.09762955E+05          1.88077401E+04
        880.0000          1.00000000E+30          1.26169718E+05          3.11058354E+05          1.58402807E+05          1.00000000E+30          8.47278238E+04          1.48478887E+05          7.53894823E+04          4.21093237E+05          1.93684469E+04
        890.0000          1.00000000E+30          1.28342667E+05          3.22759760E+05          1.63532438E+05          1.00000000E+30          8.67775600E+04          1.53196520E+05          7.79170530E+04          4.31790385E+05          1.99178211E+04
        900.0000          1.00000000E+30          1.31659423E+05          3.33467050E+05          1.69188646E+05          1.00000000E+30          8.89289294E+04          1.58830064E+05          8.07419893E+04          4.43740691E+05          2.05404675E+04
        910.0000          1.00000000E+30          1.35152158E+05          3.46057276E+05          1.75593651E+05          1.00000000E+30          9.11896831E+04          1.63779718E+05          8.32797971E+04          4.54298122E+05          2.11575030E+04
        920.0000          1.00000000E+30          1.37724279E+05          3.56898613E+05          1.81416542E+05          1.00000000E+30          9.25453451E+04          1.69104600E+05          8.62959640E+04          4.66057435E+05          2.17260590E+04
        930.0000          1.00000000E+30          1.41252632E+05          3.68862595E+05          1.87502018E+05          1.00000000E+30          9.47368508E+04          1.75015042E+05          8.88590195E+04          4.78757120E+05          2.23535123E+04
        940.0000          1.00000000E+30          1.44013284E+05          3.82298027E+05          1.94438957E+05          1.00000000E+30          9.70346651E+04          1.80357281E+05          9.17000352E+04          4.90027978E+05          2.29892810E+04
        950.0000          1.00000000E+30          1.47519880E+05          3.94619194E+05          2.00366835E+05          1.00000000E+30          9.88000250E+04          1.86639323E+05          9.48754259E+04          5.02308544E+05          2.36328347E+04
        960.0000          1.00000000E+30          1.50584640E+05          4.07487981E+05          2.07716153E+05          1.00000000E+30          1.01124286E+05          1.92055971E+05          9.77995688E+04          5.15598583E+05          2.42899856E+04
        970.0000          1.00000000E+30          1.54154713E+05          4.21941362E+05          2.13914159E+05          1.00000000E+30          1.02989046E+05          1.98618348E+05          1.00862533E+05          5.26955704E+05          2.49448168E+04
        980.0000          1.00000000E+30          1.57898177E+05          4.34527085E+05          2.20665354E+05          1.00000000E+30          1.05317441E+05          2.04627303E+05          1.04222995E+05          5.40755852E+05          2.56460176E+04
        990.0000          1.00000000E+30          1.60787819E+05          4.49771520E+05          2.28355434E+05          1.00000000E+30          1.07753554E+05          2.10817821E+05          1.07815097E+05          5.53020229E+05          2.63649634E+04
       1000.0000          1.00000000E+30          1.64560788E+05          4.63007831E+05          2.35109819E+05          1.00000000E+30          1.09490593E+05          2.17258693E+05          1.10739235E+05          5.67291894E+05          2.70132280E+04
       1100.0000          1.00000000E+30          2.02173437E+05          6.24956329E+05          3.18692605E+05          1.00000000E+30          1.33267705E+05          2.90203424E+05          1.48079403E+05          7.08602236E+05          3.47245195E+04
       1200.0000          1.00000000E+30          2.44413092E+05          8.27636829E+05          4.19040922E+05          1.00000000E+30          1.60082629E+05          3.79792161E+05          1.93905106E+05          8.71087838E+05          4.37234168E+04
       1300.0000          1.00000000E+30          2.92815812E+05          1.06948363E+06          5.43986570E+05          1.00000000E+30          1.89440648E+05          4.86919936E+05          2.48696502E+05          1.05395700E+06          5.40814690E+04
       1400.0000          1.00000000E+30          3.46812885E+05          1.36088504E+06          6.91609668E+05          1.00000000E+30          2.22447259E+05          6.14219466E+05          3.14050202E+05          1.26022196E+06          6.59397343E+04
       1500.0000          1.00000000E+30          4.06443345E+05          1.70985246E+06          8.70185233E+05          1.00000000E+30          2.58761871E+05          7.64686772E+05          3.91168842E+05          1.49490515E+06          7.94151519E+04
       1563.9990          1.00000000E+30          4.47809936E+05          1.95606052E+06          9.95323703E+05          1.00000000E+30          2.83764649E+05          8.73686967E+05          4.46271814E+05          1.65215179E+06          8.87807731E+04
       1564.0010          2.39233120E+04          4.47811397E+05          1.95606935E+06          9.95328089E+05          1.00000000E+30          2.83765496E+05          8.73690680E+05          4.46273713E+05          1.65215735E+06          1.88452067E+04
       1600.0000          2.49748171E+04          4.71999419E+05          2.10988299E+06          1.07547215E+06          1.00000000E+30          2.99875543E+05          9.40906864E+05          4.80811589E+05          1.74899483E+06          1.97582152E+04
       1700.0000          2.90470685E+04          5.43744037E+05          2.58007256E+06          1.31888103E+06          1.00000000E+30          3.42487222E+05          1.14469383E+06          5.83632080E+05          2.02779044E+06          2.30352350E+04
       1800.0000          3.37165075E+04          6.24449925E+05          3.12778677E+06          1.59196644E+06          1.00000000E+30          3.89665449E+05          1.38123285E+06          7.04452693E+05          2.33841287E+06          2.67767600E+04
       1900.0000          3.87038419E+04          7.09216177E+05          3.75468086E+06          1.91341569E+06          1.00000000E+30          4.42456989E+05          1.63778981E+06          8.37795278E+05          2.67366460E+06          3.07933835E+04
       2000.0000          4.39358388E+04          8.02205652E+05          4.47649215E+06          2.27779665E+06          1.00000000E+30          4.96359908E+05          1.94194289E+06          9.93278374E+05          3.03405525E+06          3.50441788E+04
       2100.0000          4.97887718E+04          9.06134138E+05          5.26011349E+06          2.68840639E+06          1.00000000E+30          5.56592373E+05          2.27998570E+06          1.16963631E+06          3.43011531E+06          3.97894899E+04
       2147.9990          5.27165007E+04          9.57397386E+05          5.68918039E+06          2.90318407E+06          1.00000000E+30          5.86560253E+05          2.46002930E+06          1.25724479E+06          3.63203887E+06          4.21652994E+04
       2148.0010          5.27166379E+04          9.57399760E+05          5.68919973E+06          2.90319363E+06          3.44681338E+04          5.86561622E+05          2.46003757E+06          1.25724886E+06          3.63204788E+06          1.89651023E+04
       2200.0000          5.59447183E+04          1.01560107E+06          6.18865232E+06          3.15293563E+06          3.56329371E+04          6.20605415E+05          2.65755063E+06          1.36181885E+06          3.85929158E+06          1.98479080E+04
       2300.0000          6.28887693E+04          1.13426632E+06          7.20473397E+06          3.68738541E+06          3.93469346E+04          6.89377803E+05          3.09778446E+06          1.58078650E+06          4.32112822E+06          2.21018591E+04
       2400.0000          6.96898435E+04          1.25814932E+06          8.32942245E+06          4.25721501E+06          4.42279509E+04          7.62880842E+05          3.56290518E+06          1.82474121E+06          4.81487894E+06          2.47179665E+04
       2500.0000          7.76618472E+04          1.39835436E+06          9.60311483E+06          4.90394471E+06          4.90723926E+04          8.44138364E+05          4.09437198E+06          2.09868050E+06          5.34259941E+06          2.74951043E+04
       2600.0000          8.59098229E+04          1.53929782E+06          1.09951812E+07          5.62233904E+06          5.42628702E+04          9.26777752E+05          4.66353989E+06          2.38913187E+06          5.92368050E+06          3.04245528E+04
       2700.0000          9.48746755E+04          1.69540663E+06          1.25571072E+07          6.42341900E+06          5.98195553E+04          1.01299697E+06          5.30872211E+06          2.72373917E+06          6.51818720E+06          3.35813814E+04
       2800.0000          1.04347567E+05          1.86083686E+06          1.42869922E+07          7.29629034E+06          6.58953137E+04          1.10814485E+06          5.98798894E+06          3.07572774E+06          7.16150265E+06          3.69855897E+04
       2900.0000          1.14429438E+05          2.03068066E+06          1.61656651E+07          8.26053662E+06          7.17344485E+04          1.21003934E+06          6.77701412E+06          3.46649738E+06          7.83283913E+06          4.04125365E+04
       3000.0000          1.25476532E+05          2.22126752E+06          1.81511492E+07          9.33573956E+06          7.81561927E+04          1.31385782E+06          7.58713787E+06          3.89756990E+06          8.56491286E+06          4.41634556E+04
       3100.0000          1.36779840E+05          2.40892808E+06          2.05078313E+07          1.04357218E+07          8.48931711E+04          1.42739761E+06          8.54472471E+06          4.37000039E+06          9.32880541E+06          4.80679725E+04
       3200.0000          1.49341528E+05          2.62334395E+06          2.28008792E+07          1.16688752E+07          9.22406351E+04          1.54179761E+06          9.47597182E+06          4.87293139E+06          1.01514671E+07          5.23399467E+04
       3300.0000          1.61937393E+05          2.83519346E+06          2.55198480E+07          1.30647223E+07          9.98827017E+04          1.67038288E+06          1.05749709E+07          5.42105814E+06          1.09911133E+07          5.67405411E+04
       3400.0000          1.75127743E+05          3.06856302E+06          2.83094185E+07          1.45162209E+07          1.07806825E+05          1.80350370E+06          1.17051723E+07          6.03170743E+06          1.18932317E+07          6.13276961E+04
       3500.0000          1.89824313E+05          3.31911730E+06          3.13688958E+07          1.61141003E+07          1.16552369E+05          1.93373530E+06          1.29422423E+07          6.66694772E+06          1.28664222E+07          6.63781434E+04
       3600.0000          2.04822685E+05          3.55699971E+06          3.47092657E+07          1.77914502E+07          1.25197706E+05          2.07877014E+06          1.43545694E+07          7.35921779E+06          1.38403652E+07          7.14558973E+04
       3700.0000          2.21248227E+05          3.83021343E+06          3.83846898E+07          1.96181124E+07          1.34700333E+05          2.22282116E+06          1.57334939E+07          8.12594460E+06          1.48901491E+07          7.70091922E+04
       3800.0000          2.38352904E+05          4.10602221E+06          4.21812126E+07          2.16338572E+07          1.44601780E+05          2.38348669E+06          1.72495651E+07          8.90355710E+06          1.59992792E+07          8.28032337E+04
       3900.0000          2.56400851E+05          4.39916133E+06          4.62048513E+07          2.38515560E+07          1.54773167E+05          2.54791437E+06          1.89325531E+07          9.72796440E+06          1.71188098E+07          8.88209525E+04
       4000.0000          2.74862721E+05          4.70803055E+06          5.07230613E+07          2.60476389E+07          1.65875358E+05          2.72034208E+06          2.06457524E+07          1.06620827E+07          1.83127701E+07          9.52222620E+04
       4100.0000          2.93728960E+05          5.03570578E+06          5.56029229E+07          2.84730415E+07          1.77302461E+05          2.90336456E+06          2.25778004E+07          1.16189726E+07          1.95504188E+07          1.01810169E+05
       4200.0000          3.14489564E+05          5.37412826E+06          6.05408760E+07          3.11325580E+07          1.89276062E+05          3.09114283E+06          2.45694635E+07          1.26939624E+07          2.08908720E+07          1.08830383E+05
       4300.0000          3.34525921E+05          5.72166297E+06          6.58069100E+07          3.38355458E+07          2.01444627E+05          3.28295218E+06          2.67493731E+07          1.38272193E+07          2.22846858E+07          1.15845910E+05
       4400.0000          3.57176958E+05          6.07092880E+06          7.16370265E+07          3.68650490E+07          2.13917117E+05          3.47721116E+06          2.89527327E+07          1.49520284E+07          2.37048308E+07          1.23282719E+05
       4500.0000          3.80165439E+05          6.45791388E+06          7.76007950E+07          4.00873901E+07          2.27495566E+05          3.69179296E+06          3.14137992E+07          1.62271895E+07          2.51976919E+07          1.31185048E+05
       4600.0000          4.04257745E+05          6.84942393E+06          8.41190202E+07          4.32490066E+07          2.41609277E+05          3.90861681E+06          3.40190013E+07          1.75714695E+07          2.67594587E+07          1.39409515E+05
       4700.0000          4.29787745E+05          7.25878384E+06          9.11062470E+07          4.68705926E+07          2.56375189E+05          4.13488192E+06          3.65832195E+07          1.88978230E+07          2.83510808E+07          1.48044911E+05
       4800.0000          4.55897108E+05          7.69050043E+06          9.85167999E+07          5.05708490E+07          2.71185345E+05          4.37298656E+06          3.94938723E+07          2.04075313E+07          3.00077869E+07          1.56806888E+05
       4900.0000          4.82629394E+05          8.13084358E+06          1.05992626E+08          5.45686273E+07          2.88083136E+05          4.61551726E+06          4.24748546E+07          2.19540193E+07          3.17393472E+07          1.66355798E+05
       5000.0000          5.11228533E+05          8.58148706E+06          1.14365387E+08          5.88313974E+07          3.04351044E+05          4.86337599E+06          4.56669363E+07          2.36105743E+07          3.35372340E+07          1.75941384E+05
       5100.0000          5.40829779E+05          9.06335337E+06          1.23055715E+08          6.31338392E+07          3.20222754E+05          5.12938683E+06          4.90627147E+07          2.53733901E+07          3.54885380E+07          1.85560993E+05
       5200.0000          5.71810564E+05          9.56195842E+06          1.31799535E+08          6.78225817E+07          3.37671765E+05          5.40446595E+06          5.27012083E+07          2.72628448E+07          3.73509450E+07          1.95899451E+05
       5300.0000          6.04271884E+05          1.00821062E+07          1.41407694E+08          7.27946324E+07          3.55659243E+05          5.69143206E+06          5.65037977E+07          2.92380253E+07          3.93764976E+07          2.06630464E+05
       5400.0000          6.36588027E+05          1.05999967E+07          1.51490670E+08          7.80464001E+07          3.75846900E+05          5.97722019E+06          6.04513141E+07          3.12889559E+07          4.14464586E+07          2.18092145E+05
       5500.0000          6.70220538E+05          1.11418345E+07          1.62159616E+08          8.36030559E+07          3.94431442E+05          6.27363844E+06          6.46388559E+07          3.34665167E+07          4.35452126E+07          2.29203566E+05
       5600.0000          7.05825014E+05          1.17102400E+07          1.73380473E+08          8.94930801E+07          4.14923231E+05          6.57186669E+06          6.86710288E+07          3.55625897E+07          4.57195192E+07          2.41200925E+05
       5700.0000          7.41922304E+05          1.22863600E+07          1.85242488E+08          9.57631762E+07          4.37787137E+05          6.91993599E+06          7.32713559E+07          3.79553893E+07          4.80149415E+07          2.54153603E+05
       5800.0000          7.78749497E+05          1.29414657E+07          1.97792771E+08          1.02140220E+08          4.58879635E+05          7.22537494E+06          7.81372877E+07          4.04871175E+07          5.04010093E+07          2.66582275E+05
       5900.0000          8.17673297E+05          1.35393763E+07          2.11117406E+08          1.08458621E+08          4.80779269E+05          7.56427910E+06          8.31027540E+07          4.30710928E+07          5.28641869E+07          2.79554362E+05
       6000.0000          8.57963162E+05          1.41812829E+07          2.24614636E+08          1.15451192E+08          5.03988021E+05          7.91526533E+06          8.83293790E+07          4.57917358E+07          5.55086952E+07          2.93180574E+05
       6100.0000          8.99805803E+05          1.48422414E+07          2.38020047E+08          1.22747605E+08          5.27412183E+05          8.27856298E+06          9.38925301E+07          4.86884866E+07          5.80318390E+07          3.07093278E+05
       6200.0000          9.43144558E+05          1.55293847E+07          2.53995828E+08          1.31105008E+08          5.51290336E+05          8.68326875E+06          9.96187486E+07          5.16707553E+07          6.06618906E+07          3.21418554E+05
       6300.0000          9.91121193E+05          1.62413502E+07          2.69619596E+08          1.39140159E+08          5.76568811E+05          9.04836744E+06          1.05516681E+08          5.47430648E+07          6.34636492E+07          3.36718202E+05
       6400.0000          1.03521590E+06          1.70407559E+07          2.85633304E+08          1.47472380E+08          6.04957127E+05          9.43093356E+06          1.11684588E+08          5.81051073E+07          6.62423601E+07          3.52702504E+05
       6500.0000          1.08135240E+06          1.77578117E+07          3.02500529E+08          1.56297064E+08          6.31525102E+05          9.83440120E+06          1.18129761E+08          6.14819290E+07          6.92921139E+07          3.68310684E+05
       6600.0000          1.12998671E+06          1.85051221E+07          3.20036432E+08          1.65098236E+08          6.59242140E+05          1.02859859E+07          1.25572404E+08          6.49736512E+07          7.21880177E+07          3.84688331E+05
       6700.0000          1.17911866E+06          1.92962231E+07          3.38552293E+08          1.75436150E+08          6.86465476E+05          1.06970430E+07          1.32017745E+08          6.86581061E+07          7.53441888E+07          4.00929856E+05
       6800.0000          1.23465892E+06          2.00930152E+07          3.58015578E+08          1.85254523E+08          7.18800244E+05          1.11150615E+07          1.39437683E+08          7.25279702E+07          7.85133502E+07          4.19679401E+05
       6900.0000          1.28531030E+06          2.10055036E+07          3.78464624E+08          1.95552103E+08          7.47323107E+05          1.16084600E+07          1.47199535E+08          7.65900055E+07          8.17849181E+07          4.36735501E+05
       7000.0000          1.33916253E+06          2.18208831E+07          3.98997288E+08          2.06538027E+08          7.77954329E+05          1.20635842E+07          1.55073678E+08          8.06634621E+07          8.53055381E+07          4.54794367E+05
       7100.0000          1.40056137E+06          2.26940571E+07          4.20621779E+08          2.17746335E+08          8.08752048E+05          1.25296986E+07          1.63350952E+08          8.49486538E+07          8.87448886E+07          4.73826106E+05
       7200.0000          1.45655523E+06          2.36981071E+07          4.43465779E+08          2.29271446E+08          8.44267137E+05          1.30154771E+07          1.72026001E+08          8.94722423E+07          9.24767004E+07          4.93958995E+05
       7300.0000          1.51530369E+06          2.45987792E+07          4.66802773E+08          2.42859582E+08          8.75695713E+05          1.35179638E+07          1.80908716E+08          9.40891275E+07          9.59383002E+07          5.12991501E+05
       7400.0000          1.57633721E+06          2.55445036E+07          4.93559896E+08          2.55280844E+08          9.13843347E+05          1.40788448E+07          1.90934714E+08          9.93743305E+07          9.96264065E+07          5.34725442E+05
       7500.0000          1.64517765E+06          2.65271037E+07          5.16825988E+08          2.68144816E+08          9.47933760E+05          1.45770442E+07          1.99874472E+08          1.04234326E+08          1.03789626E+08          5.55877522E+05
       7600.0000          1.70547723E+06          2.76422292E+07          5.45315678E+08          2.81780915E+08          9.83164609E+05          1.51001198E+07          2.10623553E+08          1.09355227E+08          1.07524181E+08          5.76552907E+05
       7700.0000          1.76934103E+06          2.86074261E+07          5.72192209E+08          2.96092966E+08          1.02008336E+06          1.56991703E+07          2.20770561E+08          1.14702673E+08          1.11350401E+08          5.98264594E+05
       7800.0000          1.83689535E+06          2.96278378E+07          6.00114010E+08          3.11051951E+08          1.05833143E+06          1.62186894E+07          2.31300323E+08          1.20816707E+08          1.15791052E+08          6.20806607E+05
       7900.0000          1.91093296E+06          3.07089751E+07          6.32638618E+08          3.28105568E+08          1.10038883E+06          1.68519944E+07          2.43525081E+08          1.26538472E+08          1.19904559E+08          6.45596242E+05
       8000.0000          1.97935161E+06          3.18985787E+07          6.62585224E+08          3.43351428E+08          1.13829761E+06          1.73837448E+07          2.54793635E+08          1.32558220E+08          1.24174237E+08          6.68208581E+05
       8100.0000          2.05954672E+06          3.29900974E+07          6.94183860E+08          3.59373662E+08          1.18334511E+06          1.80384325E+07          2.66666779E+08          1.38854500E+08          1.28930306E+08          6.94788883E+05
       8200.0000          2.12893757E+06          3.42726712E+07          7.27299097E+08          3.76506091E+08          1.22300775E+06          1.86384564E+07          2.79093658E+08          1.45116031E+08          1.33370554E+08          7.18283804E+05
       8300.0000          2.21422265E+06          3.53761821E+07          7.60140640E+08          3.93876965E+08          1.26558258E+06          1.93362764E+07          2.91415324E+08          1.52468913E+08          1.37991246E+08          7.44684219E+05
       8400.0000          2.28784083E+06          3.67343633E+07          7.99128463E+08          4.14066721E+08          1.31342307E+06          1.99599069E+07          3.05989377E+08          1.59114168E+08          1.43162530E+08          7.71610934E+05
       8500.0000          2.36509812E+06          3.79278437E+07          8.33980630E+08          4.32092342E+08          1.35616563E+06          2.06151099E+07          3.19040457E+08          1.66248405E+08          1.47709242E+08          7.97133254E+05
