#Energy      K-K-shell   K-L1-shell   K-L2-shell   K-L3-shell   K-M1-shell   K-M2-shell   K-M3-shell   Mg-K-shell   Mg-L1-shell   Mg-L2-shell   Mg-L3-shell   Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   O-K-shell   Valence  Total
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86997157E+04          6.48447901E+04          3.12058298E+04          1.00000000E+30          1.00000000E+30          4.30837727E+03          2.11757225E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65926594E+02          3.94343370E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.93477264E+04          6.41910064E+04          3.11118090E+04          1.00000000E+30          1.00000000E+30          4.19970975E+03          2.06750538E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.81549976E+02          3.99058297E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96602496E+04          6.35502745E+04          3.08549126E+04          1.00000000E+30          1.00000000E+30          4.11119761E+03          2.02694078E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.95387159E+02          4.03050489E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.99760818E+04          6.35074947E+04          3.07845953E+04          1.00000000E+30          1.00000000E+30          4.04180725E+03          1.99545897E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.11330235E+02          4.08291205E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.02952756E+04          6.30411520E+04          3.05972548E+04          1.00000000E+30          1.00000000E+30          3.98699487E+03          1.97058932E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.27521494E+02          4.13739603E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.10641187E+04          6.25816082E+04          3.04121806E+04          1.00000000E+30          1.00000000E+30          3.92689305E+03          1.94313113E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.42430546E+02          4.18215286E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.14895112E+04          6.26255501E+04          3.04625055E+04          1.00000000E+30          1.00000000E+30          3.89978443E+03          1.93119153E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.59310416E+02          4.24442129E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.19208720E+04          6.23133671E+04          3.03477773E+04          1.00000000E+30          1.00000000E+30          3.85759444E+03          1.91207755E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.75388579E+02          4.29553582E+02
         76.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.23578872E+04          6.20045887E+04          3.02340236E+04          1.00000000E+30          1.00000000E+30          3.85361567E+03          1.91130570E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.92650065E+02          4.36363157E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.23583278E+04          6.20042812E+04          3.02339102E+04          1.00000000E+30          1.00000000E+30          3.85358908E+03          1.91129404E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.92668079E+02          4.36369340E+02
         77.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.23587683E+04          6.20039736E+04          3.02337967E+04          1.00000000E+30          1.00000000E+30          3.85356249E+03          1.91128238E+03          1.00000000E+30          1.00000000E+30          1.37140111E+05          5.89025301E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.92686094E+02          4.31802561E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.31080121E+04          6.22178273E+04          3.01208942E+04          1.00000000E+30          1.00000000E+30          3.82718263E+03          1.89970588E+03          1.00000000E+30          1.00000000E+30          1.02740672E+05          4.43060382E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.10406885E+02          4.36157150E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.36286559E+04          6.20440640E+04          3.02792928E+04          1.00000000E+30          1.00000000E+30          3.83508064E+03          1.90446531E+03          1.00000000E+30          1.00000000E+30          7.71460836E+04          3.34307325E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.28249086E+02          4.41165376E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.41579618E+04          6.18712686E+04          3.02338334E+04          1.00000000E+30          1.00000000E+30          3.82248754E+03          1.89944173E+03          1.00000000E+30          1.00000000E+30          5.82139834E+04          2.52120928E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.45525475E+02          4.44230784E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.46961479E+04          6.16994329E+04          3.01885104E+04          1.00000000E+30          1.00000000E+30          3.83757890E+03          1.90760597E+03          1.00000000E+30          1.00000000E+30          4.40337621E+04          1.90917409E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.64601145E+02          4.47918731E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.52434394E+04          6.21020640E+04          3.01433230E+04          1.00000000E+30          1.00000000E+30          3.83615498E+03          1.90790408E+03          1.00000000E+30          1.00000000E+30          3.36440097E+04          1.49193202E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.84863248E+02          4.50394640E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.58000695E+04          6.20607916E+04          3.03595623E+04          1.00000000E+30          1.00000000E+30          3.83473210E+03          1.90820229E+03          1.00000000E+30          1.00000000E+30          2.70931661E+04          1.23090949E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.00478017E+02          4.51165576E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.63662791E+04          6.20195739E+04          3.03726757E+04          1.00000000E+30          1.00000000E+30          3.86238389E+03          1.92257976E+03          1.00000000E+30          1.00000000E+30          2.28740719E+04          1.06038881E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.19904228E+02          4.54372919E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.71613985E+04          6.19784110E+04          3.03858004E+04          1.00000000E+30          1.00000000E+30          3.87011080E+03          1.92732642E+03          1.00000000E+30          1.00000000E+30          2.01299837E+04          9.45474805E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.40726016E+02          4.57441785E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.77833528E+04          6.24229103E+04          3.03989365E+04          1.00000000E+30          1.00000000E+30          3.87786868E+03          1.93209657E+03          1.00000000E+30          1.00000000E+30          1.82638345E+04          8.68947169E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.60870585E+02          4.60709706E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.84169342E+04          6.24900135E+04          3.06521628E+04          1.00000000E+30          1.00000000E+30          3.91869631E+03          1.95251717E+03          1.00000000E+30          1.00000000E+30          1.69197118E+04          8.17216711E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.79922774E+02          4.65436275E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.91181140E+04          6.25572611E+04          3.07163258E+04          1.00000000E+30          1.00000000E+30          3.93541948E+03          1.96156233E+03          1.00000000E+30          1.00000000E+30          1.60786479E+04          7.77945368E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.01125924E+02          4.70063890E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.97917190E+04          6.26246536E+04          3.07807580E+04          1.00000000E+30          1.00000000E+30          3.95228599E+03          1.97069169E+03          1.00000000E+30          1.00000000E+30          1.54189879E+04          7.50473816E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.22484076E+02          4.74975374E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.04785828E+04          6.31189751E+04          3.08454610E+04          1.00000000E+30          1.00000000E+30          3.96929770E+03          1.97990642E+03          1.00000000E+30          1.00000000E+30          1.49434385E+04          7.31877352E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.41216799E+02          4.79508679E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.11791007E+04          6.32758376E+04          3.09104367E+04          1.00000000E+30          1.00000000E+30          4.02161573E+03          2.00635389E+03          1.00000000E+30          1.00000000E+30          1.46271176E+04          7.19193539E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.63103633E+02          4.86618497E+02
         91.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.16700505E+04          6.34333237E+04          3.12107052E+04          1.00000000E+30          1.00000000E+30          4.04717205E+03          2.01977968E+03          1.00000000E+30          1.00000000E+30          1.44195696E+04          7.10544778E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.84597396E+02          4.92688950E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.16707173E+04          6.34334818E+04          3.12108147E+04          1.00000000E+30          1.00000000E+30          4.04719779E+03          2.01979321E+03          1.00000000E+30          1.00000000E+30          1.44192850E+04          7.10532790E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.84620752E+02          4.92695145E+02
         92.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.16713841E+04          6.34336398E+04          3.12109242E+04          1.00000000E+30          1.48031989E+04          4.04722354E+03          2.01980674E+03          1.00000000E+30          1.00000000E+30          1.44190003E+04          7.10520802E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.84644109E+02          4.76830772E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.23437585E+04          6.35919134E+04          3.13206592E+04          1.00000000E+30          1.48315716E+04          4.07310740E+03          2.03341379E+03          1.00000000E+30          1.00000000E+30          1.42734812E+04          7.04465375E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00833741E+03          4.83105914E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.30295603E+04          6.37511384E+04          3.14312795E+04          1.00000000E+30          1.48600818E+04          4.12419491E+03          2.05914499E+03          1.00000000E+30          1.00000000E+30          1.41855219E+04          7.00802262E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02881181E+03          4.89768250E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.37284890E+04          6.43906057E+04          3.15426840E+04          1.00000000E+30          1.48887018E+04          4.15770275E+03          2.07647264E+03          1.00000000E+30          1.00000000E+30          1.40523514E+04          6.95208431E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05208725E+03          4.96139863E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.44913754E+04          6.46366047E+04          3.16548811E+04          1.00000000E+30          1.49174322E+04          4.19175954E+03          2.09409439E+03          1.00000000E+30          1.00000000E+30          1.40249837E+04          6.89703193E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07606027E+03          5.02708150E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52294319E+04          6.48844906E+04          3.19766927E+04          1.00000000E+30          1.49462738E+04          4.22637888E+03          2.11201778E+03          1.00000000E+30          1.00000000E+30          1.39460695E+04          6.91690558E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09751522E+03          5.09061032E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.59822601E+04          6.51342851E+04          3.21285534E+04          1.00000000E+30          1.49752271E+04          4.28262097E+03          2.14031198E+03          1.00000000E+30          1.00000000E+30          1.38680383E+04          6.88705749E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12212913E+03          5.16632885E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.67503078E+04          6.53860103E+04          3.22818634E+04          1.00000000E+30          1.50042928E+04          4.32414773E+03          2.16161350E+03          1.00000000E+30          1.00000000E+30          1.39088540E+04          6.85746590E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14411239E+03          5.23125344E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.72377507E+04          6.60255332E+04          3.24366435E+04          1.00000000E+30          1.50334715E+04          4.36648770E+03          2.18334329E+03          1.00000000E+30          1.00000000E+30          1.38681054E+04          6.88325709E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16895381E+03          5.30412748E+02
        103.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.02290263E+04          6.73598229E+04          3.32869660E+04          1.00000000E+30          1.51513006E+04          4.57288960E+03          2.28771084E+03          1.00000000E+30          1.00000000E+30          1.37075109E+04          6.83041327E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26891383E+03          5.59727615E+02
        104.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.02305803E+04          6.73605037E+04          3.32873525E+04          1.00000000E+30          1.51513599E+04          4.57299294E+03          2.28776337E+03          1.00000000E+30          1.00000000E+30          1.38404264E+04          6.83038704E+03          1.00000000E+30          1.00000000E+30          6.23245583E+04          2.30257486E+04          1.00000000E+30          1.26763778E+03          5.41672121E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.47345024E+04          7.00079301E+04          3.46430246E+04          1.00000000E+30          1.53316245E+04          4.92903130E+03          2.46810287E+03          1.00000000E+30          1.00000000E+30          1.38860728E+04          6.90534177E+03          1.00000000E+30          1.00000000E+30          8.96941230E+03          3.83879261E+03          1.00000000E+30          1.42882512E+03          4.95805579E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.32532563E+04          7.52756995E+04          3.72591467E+04          1.00000000E+30          1.55773905E+04          5.66316442E+03          2.84513506E+03          1.00000000E+30          1.00000000E+30          1.45013268E+04          7.23596468E+03          1.00000000E+30          1.00000000E+30          5.12787093E+03          2.52786986E+03          1.00000000E+30          1.72135200E+03          4.94609082E+02
        120.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.36703669E+04          7.58340656E+04          3.75401444E+04          1.00000000E+30          1.56828720E+04          5.75341880E+03          2.88870129E+03          1.00000000E+30          1.00000000E+30          1.45816387E+04          7.27872780E+03          1.00000000E+30          1.00000000E+30          5.12001873E+03          2.52182891E+03          1.00000000E+30          1.75461480E+03          4.99502613E+02
        121.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.36720896E+04          7.58351918E+04          3.75407112E+04          1.00000000E+30          1.56829462E+04          5.75359193E+03          2.88878985E+03          1.00000000E+30          4.65984451E+04          1.45818004E+04          7.27881391E+03          1.00000000E+30          1.00000000E+30          5.12000303E+03          2.52181684E+03          1.00000000E+30          1.75468348E+03          4.94214641E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01943499E+05          8.13612682E+04          4.04031933E+04          1.00000000E+30          1.61478555E+04          6.57312365E+03          3.29072080E+03          1.00000000E+30          4.82363526E+04          1.57652681E+04          7.89048663E+03          1.00000000E+30          1.00000000E+30          5.05033999E+03          2.57074363E+03          1.00000000E+30          2.04898321E+03          5.40324246E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11247305E+05          8.84148098E+04          4.39291886E+04          1.00000000E+30          1.69654853E+04          7.61794044E+03          3.81193112E+03          1.00000000E+30          5.01970092E+04          1.76691208E+04          8.85765280E+03          1.00000000E+30          1.00000000E+30          5.37107741E+03          2.67939179E+03          1.00000000E+30          2.40748940E+03          6.02483774E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21244361E+05          9.61969109E+04          4.78803083E+04          1.00000000E+30          1.79558151E+04          8.74239147E+03          4.40964856E+03          1.00000000E+30          5.18261990E+04          1.99528583E+04          1.00108586E+04          1.00000000E+30          1.00000000E+30          5.65073339E+03          2.82285600E+03          1.00000000E+30          2.80947148E+03          6.69862114E+02
        153.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25840519E+05          9.97286585E+04          4.95950282E+04          1.00000000E+30          1.83849840E+04          9.22349786E+03          4.64354565E+03          1.00000000E+30          5.26160575E+04          2.08948584E+04          1.04870185E+04          1.00000000E+30          1.00000000E+30          5.80996560E+03          2.89275135E+03          1.00000000E+30          2.98569892E+03          6.98684762E+02
        154.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25842904E+05          9.97304897E+04          4.95959165E+04          1.00000000E+30          1.83852038E+04          9.22376096E+03          4.64368329E+03          1.00000000E+30          5.22845779E+04          2.08953827E+04          1.04872837E+04          1.00000000E+30          1.78855535E+04          5.81004367E+03          2.90564158E+03          1.00000000E+30          2.98579388E+03          6.73069261E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32051404E+05          1.04747149E+05          5.23756214E+04          1.00000000E+30          1.91343555E+04          1.00358778E+04          5.06130407E+03          1.00000000E+30          5.33449277E+04          2.25022539E+04          1.13015477E+04          1.00000000E+30          1.81298951E+04          6.10225939E+03          3.05619074E+03          1.00000000E+30          3.24513759E+03          7.18518201E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43465971E+05          1.13934188E+05          5.69573168E+04          1.00000000E+30          2.04259877E+04          1.14054082E+04          5.73191256E+03          1.00000000E+30          5.63222562E+04          2.52752316E+04          1.27006011E+04          1.00000000E+30          1.85523845E+04          6.73054833E+03          3.37464932E+03          1.00000000E+30          3.72943500E+03          8.01668204E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55389509E+05          1.24304373E+05          6.19776087E+04          1.00000000E+30          2.18675627E+04          1.29702941E+04          6.51707397E+03          1.00000000E+30          5.95452055E+04          2.83371878E+04          1.42475827E+04          1.00000000E+30          1.89334098E+04          7.44328588E+03          3.73580993E+03          1.00000000E+30          4.24055149E+03          8.92999236E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67769169E+05          1.34463360E+05          6.75912543E+04          1.00000000E+30          2.32917670E+04          1.46705363E+04          7.38349040E+03          1.00000000E+30          6.29821786E+04          3.17716532E+04          1.59933174E+04          1.00000000E+30          1.95267198E+04          8.23012770E+03          4.13492603E+03          1.00000000E+30          4.79645811E+03          9.92406623E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80781146E+05          1.45681737E+05          7.31985523E+04          1.00000000E+30          2.48762405E+04          1.64716319E+04          8.29267504E+03          1.00000000E+30          6.64154771E+04          3.55324398E+04          1.78964193E+04          1.00000000E+30          2.04462682E+04          9.06069084E+03          4.55270807E+03          1.00000000E+30          5.39845725E+03          1.09794148E+03
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94021031E+05          1.57991277E+05          7.89511521E+04          1.00000000E+30          2.63945658E+04          1.85381640E+04          9.33438036E+03          1.00000000E+30          7.01562774E+04          3.99575230E+04          2.00629951E+04          1.00000000E+30          2.15768974E+04          9.98402083E+03          5.02112641E+03          1.00000000E+30          6.05217552E+03          1.21487857E+03
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.07609163E+05          1.70228582E+05          8.55077960E+04          1.00000000E+30          2.81254815E+04          2.06866687E+04          1.04179793E+04          1.00000000E+30          7.39231816E+04          4.42444912E+04          2.23130547E+04          1.00000000E+30          2.26911067E+04          1.10555464E+04          5.56413911E+03          1.00000000E+30          6.73246429E+03          1.34049324E+03
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.21965128E+05          1.83915809E+05          9.22298493E+04          1.00000000E+30          2.98173078E+04          2.30753899E+04          1.16166384E+04          1.00000000E+30          7.82410146E+04          4.92985672E+04          2.47825303E+04          1.00000000E+30          2.37772306E+04          1.21613514E+04          6.11922039E+03          1.00000000E+30          7.46675267E+03          1.47320960E+03
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36518845E+05          1.97941968E+05          9.94828916E+04          1.00000000E+30          3.17385533E+04          2.55403214E+04          1.29030210E+04          1.00000000E+30          8.24756110E+04          5.43892428E+04          2.74191614E+04          1.00000000E+30          2.48592776E+04          1.34087449E+04          6.74436241E+03          1.00000000E+30          8.25725596E+03          1.61640134E+03
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52696206E+05          2.13307228E+05          1.07135125E+05          1.00000000E+30          3.35665449E+04          2.83609191E+04          1.42647476E+04          1.00000000E+30          8.70648265E+04          6.00227524E+04          3.01998937E+04          1.00000000E+30          2.60552961E+04          1.47677097E+04          7.42520208E+03          1.00000000E+30          9.08473065E+03          1.76916348E+03
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68460347E+05          2.29254602E+05          1.15213128E+05          1.00000000E+30          3.56184044E+04          3.12814154E+04          1.58122079E+04          1.00000000E+30          9.20895398E+04          6.59385257E+04          3.33417755E+04          1.00000000E+30          2.72587180E+04          1.61458090E+04          8.17289979E+03          1.00000000E+30          9.98297713E+03          1.93342735E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84170664E+05          2.45854030E+05          1.23710730E+05          1.00000000E+30          3.76018439E+04          3.43372296E+04          1.73112647E+04          1.00000000E+30          9.71179192E+04          7.24436665E+04          3.63823524E+04          1.00000000E+30          2.86396859E+04          1.77205462E+04          8.92947384E+03          1.00000000E+30          1.08841791E+04          2.10104826E+03
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00660113E+05          2.63296552E+05          1.32743334E+05          1.00000000E+30          3.98392029E+04          3.78077958E+04          1.90639495E+04          1.00000000E+30          1.02182809E+05          7.89847113E+04          3.99525326E+04          1.00000000E+30          2.99993142E+04          1.92907567E+04          9.72181775E+03          1.00000000E+30          1.18900498E+04          2.28166014E+03
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.18021609E+05          2.82415587E+05          1.42246945E+05          1.00000000E+30          4.20277455E+04          4.12826625E+04          2.08203196E+04          1.00000000E+30          1.07686682E+05          8.65090433E+04          4.35366113E+04          1.00000000E+30          3.15530851E+04          2.09290638E+04          1.05911336E+04          1.00000000E+30          1.29267123E+04          2.47018415E+03
        295.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.29572673E+05          2.94023793E+05          1.47849216E+05          1.00000000E+30          4.35529673E+04          4.37439379E+04          2.20648568E+04          1.00000000E+30          1.11303831E+05          9.09826307E+04          4.57774986E+04          1.00000000E+30          3.23800560E+04          2.20659948E+04          1.11001444E+04          1.00000000E+30          1.35764105E+04          2.58994236E+03
        296.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16919110E+04          3.29576664E+05          2.94027954E+05          1.47851259E+05          1.00000000E+30          4.35534943E+04          4.37448074E+04          2.20652965E+04          1.00000000E+30          1.11305078E+05          9.09843243E+04          4.57783154E+04          1.00000000E+30          3.23803699E+04          2.20663944E+04          1.11003363E+04          1.00000000E+30          1.35766496E+04          2.12029847E+03
        298.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19025281E+04          3.35669726E+05          3.00400842E+05          1.50979551E+05          1.00000000E+30          4.39895039E+04          4.46785679E+04          2.25372137E+04          1.00000000E+30          1.13205409E+05          9.35958607E+04          4.70364781E+04          1.00000000E+30          3.28579395E+04          2.25811030E+04          1.13957073E+04          1.00000000E+30          1.39150438E+04          2.16662785E+03
        299.0010          1.00000000E+30          1.00000000E+30          2.04092966E+04          1.19026712E+04          3.35673866E+05          3.00405185E+05          1.50981682E+05          1.00000000E+30          4.39899856E+04          4.46793851E+04          2.25376269E+04          1.00000000E+30          1.13206698E+05          9.35976529E+04          4.70373405E+04          1.00000000E+30          3.28582628E+04          2.25814991E+04          1.13959096E+04          1.00000000E+30          1.39152887E+04          1.95872283E+03
        300.0000          1.00000000E+30          1.00000000E+30          2.06178028E+04          1.19745509E+04          3.35672872E+05          3.02590647E+05          1.52053742E+05          1.00000000E+30          4.42319061E+04          4.50913425E+04          2.27459473E+04          1.00000000E+30          1.13123864E+05          9.38688774E+04          4.74721083E+04          1.00000000E+30          3.30205474E+04          2.27811286E+04          1.14978604E+04          1.00000000E+30          1.40348238E+04          1.97400573E+03
        310.0000          1.00000000E+30          1.00000000E+30          2.28594608E+04          1.27050043E+04          3.55589269E+05          3.21701902E+05          1.62355835E+05          1.00000000E+30          4.66526157E+04          4.92850234E+04          2.48642188E+04          1.00000000E+30          1.19337218E+05          1.02232343E+05          5.15711562E+04          1.00000000E+30          3.46557305E+04          2.47720702E+04          1.25240525E+04          1.00000000E+30          1.51650848E+04          2.13201040E+03
