#Energy      Au  Total
       1800.0000          4.44608825E+01          4.44608825E+01
       1900.0000          4.46158140E+01          4.46158140E+01
       2000.0000          4.48222985E+01          4.48222985E+01
       2100.0000          4.50717704E+01          4.50717704E+01
       2200.0000          4.53572978E+01          4.53572978E+01
       2209.9990          4.53876032E+01          4.53876032E+01
       2210.0010          4.53876093E+01          4.53876093E+01
       2294.9990          4.56567738E+01          4.56567738E+01
       2295.0010          4.56567804E+01          4.56567804E+01
       2300.0000          4.56732196E+01          4.56732196E+01
       2400.0000          4.60148741E+01          4.60148741E+01
       2500.0000          4.63783940E+01          4.63783940E+01
       2600.0000          4.67605491E+01          4.67605491E+01
       2700.0000          4.71586247E+01          4.71586247E+01
       2747.9990          4.73546641E+01          4.73546641E+01
       2748.0010          4.73546724E+01          4.73546724E+01
       2800.0000          4.75703262E+01          4.75703262E+01
       2900.0000          4.79937041E+01          4.79937041E+01
       3000.0000          4.84270942E+01          4.84270942E+01
       3100.0000          4.88690697E+01          4.88690697E+01
       3152.9990          4.91063662E+01          4.91063662E+01
       3153.0010          4.91063752E+01          4.91063752E+01
       3200.0000          4.93184023E+01          4.93184023E+01
       3300.0000          4.97740306E+01          4.97740306E+01
       3400.0000          5.02350343E+01          5.02350343E+01
       3429.9990          5.03742565E+01          5.03742565E+01
       3430.0010          5.03742658E+01          5.03742658E+01
       3500.0000          5.07006132E+01          5.07006132E+01
       3600.0000          5.11700691E+01          5.11700691E+01
       3700.0000          5.16427913E+01          5.16427913E+01
       3800.0000          5.21182447E+01          5.21182447E+01
       3900.0000          5.25959587E+01          5.25959587E+01
       4000.0000          5.30755191E+01          5.30755191E+01
       4100.0000          5.35565606E+01          5.35565606E+01
       4200.0000          5.40387601E+01          5.40387601E+01
       4300.0000          5.45218320E+01          5.45218320E+01
       4400.0000          5.50055231E+01          5.50055231E+01
       4500.0000          5.54896085E+01          5.54896085E+01
       4600.0000          5.59738887E+01          5.59738887E+01
       4700.0000          5.64581864E+01          5.64581864E+01
       4800.0000          5.69423437E+01          5.69423437E+01
       4900.0000          5.74262202E+01          5.74262202E+01
       5000.0000          5.79096908E+01          5.79096908E+01
       5100.0000          5.83926442E+01          5.83926442E+01
       5200.0000          5.88749813E+01          5.88749813E+01
       5300.0000          5.93566137E+01          5.93566137E+01
       5400.0000          5.98374630E+01          5.98374630E+01
       5500.0000          6.03174591E+01          6.03174591E+01
       5600.0000          6.07965402E+01          6.07965402E+01
       5700.0000          6.12746509E+01          6.12746509E+01
       5800.0000          6.17517426E+01          6.17517426E+01
       5900.0000          6.22277721E+01          6.22277721E+01
       6000.0000          6.27027012E+01          6.27027012E+01
       6100.0000          6.31764963E+01          6.31764963E+01
       6200.0000          6.36491281E+01          6.36491281E+01
       6300.0000          6.41205709E+01          6.41205709E+01
       6400.0000          6.45908023E+01          6.45908023E+01
       6500.0000          6.50598029E+01          6.50598029E+01
       6600.0000          6.55275562E+01          6.55275562E+01
       6700.0000          6.59940482E+01          6.59940482E+01
       6800.0000          6.64592668E+01          6.64592668E+01
       6900.0000          6.69232024E+01          6.69232024E+01
       7000.0000          6.73858469E+01          6.73858469E+01
       7100.0000          6.78471939E+01          6.78471939E+01
       7200.0000          6.83072388E+01          6.83072388E+01
       7300.0000          6.87659779E+01          6.87659779E+01
       7400.0000          6.92234092E+01          6.92234092E+01
       7500.0000          6.96795315E+01          6.96795315E+01
       7600.0000          7.01343447E+01          7.01343447E+01
       7700.0000          7.05878497E+01          7.05878497E+01
       7800.0000          7.10400482E+01          7.10400482E+01
       7900.0000          7.14909426E+01          7.14909426E+01
       8000.0000          7.19405359E+01          7.19405359E+01
       8100.0000          7.23888319E+01          7.23888319E+01
       8200.0000          7.28358349E+01          7.28358349E+01
       8300.0000          7.32815496E+01          7.32815496E+01
       8400.0000          7.37259813E+01          7.37259813E+01
       8500.0000          7.41691355E+01          7.41691355E+01
       8600.0000          7.46110183E+01          7.46110183E+01
       8700.0000          7.50516358E+01          7.50516358E+01
       8800.0000          7.54909948E+01          7.54909948E+01
       8900.0000          7.59291021E+01          7.59291021E+01
       9000.0000          7.63659646E+01          7.63659646E+01
       9100.0000          7.68015897E+01          7.68015897E+01
       9200.0000          7.72359849E+01          7.72359849E+01
       9300.0000          7.76691576E+01          7.76691576E+01
       9400.0000          7.81011157E+01          7.81011157E+01
       9500.0000          7.85318670E+01          7.85318670E+01
       9600.0000          7.89614194E+01          7.89614194E+01
       9700.0000          7.93897809E+01          7.93897809E+01
       9800.0000          7.98169596E+01          7.98169596E+01
       9900.0000          8.02429636E+01          8.02429636E+01
      10000.0000          8.06678012E+01          8.06678012E+01
      11000.0000          8.48538296E+01          8.48538296E+01
      11922.9990          8.86217991E+01          8.86217991E+01
      11923.0010          8.86218072E+01          8.86218072E+01
      12000.0000          8.89321920E+01          8.89321920E+01
      13000.0000          9.29106819E+01          9.29106819E+01
      13737.9990          9.57869843E+01          9.57869843E+01
      13738.0010          9.57869920E+01          9.57869920E+01
      14000.0000          9.67964840E+01          9.67964840E+01
      14355.9990          9.81587085E+01          9.81587085E+01
      14356.0010          9.81587161E+01          9.81587161E+01
      15000.0000          1.00596109E+02          1.00596109E+02
      16000.0000          1.04315413E+02          1.04315413E+02
      17000.0000          1.07959647E+02          1.07959647E+02
      18000.0000          1.11533523E+02          1.11533523E+02
      19000.0000          1.15041270E+02          1.15041270E+02
      20000.0000          1.18486697E+02          1.18486697E+02
      21000.0000          1.21873243E+02          1.21873243E+02
      22000.0000          1.25204021E+02          1.25204021E+02
      23000.0000          1.28481857E+02          1.28481857E+02
      24000.0000          1.31709328E+02          1.31709328E+02
      25000.0000          1.34888787E+02          1.34888787E+02
      26000.0000          1.38022388E+02          1.38022388E+02
      27000.0000          1.41112115E+02          1.41112115E+02
      28000.0000          1.44159793E+02          1.44159793E+02
      29000.0000          1.47167108E+02          1.47167108E+02
      30000.0000          1.50135621E+02          1.50135621E+02
      31000.0000          1.53066784E+02          1.53066784E+02
      32000.0000          1.55961944E+02          1.55961944E+02
      33000.0000          1.58822359E+02          1.58822359E+02
      34000.0000          1.61649205E+02          1.61649205E+02
      35000.0000          1.64443580E+02          1.64443580E+02
      36000.0000          1.67206518E+02          1.67206518E+02
      37000.0000          1.69938986E+02          1.69938986E+02
      38000.0000          1.72641897E+02          1.72641897E+02
      39000.0000          1.75316111E+02          1.75316111E+02
      40000.0000          1.77962440E+02          1.77962440E+02
      41000.0000          1.80581651E+02          1.80581651E+02
      42000.0000          1.83174471E+02          1.83174471E+02
      43000.0000          1.85741589E+02          1.85741589E+02
      44000.0000          1.88283660E+02          1.88283660E+02
      45000.0000          1.90801305E+02          1.90801305E+02
      46000.0000          1.93295118E+02          1.93295118E+02
      47000.0000          1.95765661E+02          1.95765661E+02
      48000.0000          1.98213473E+02          1.98213473E+02
      49000.0000          2.00639068E+02          2.00639068E+02
      50000.0000          2.03042938E+02          2.03042938E+02
      80728.9990          2.68241763E+02          2.68241763E+02
      80729.0010          2.68241767E+02          2.68241767E+02
